Id,NamaPemain,Posisi,Club,Negara,Liga,PlayerInstruction
51,Bukayo Bowen,RW,Manchester City,France,Premier League,Inside Forward
52,Angel Kubo,RW,Lille,Cameroon,Ligue 1,Inside Forward
53,Christian Raphinha,RW,Newcastle,Argentina,Premier League,Winger
54,Raphinha Asensio,RW,Atletico Madrid,Argentina,La Liga,Wide Playmaker
55,Takefusa Berardi,RW,AC Milan,Cameroon,Serie A,Inside Forward
56,Jarrod Gnabry,RW,AC Milan,Egypt,Serie A,Inside Forward
57,Leroy Saka,RW,RB Leipzig,Jamaica,Bundesliga,Inside Forward
58,Bryan Goes,RW,PSG,England,Ligue 1,Inside Forward
59,Yeremy Kulusevski,RW,Girona,Italy,La Liga,Wide Playmaker
60,Bukayo Dembele,RW,Liverpool,Cameroon,Premier League,Inside Forward
61,Yeremy Olise,RW,Real Madrid,Spain,La Liga,Winger
62,Michael Gnabry,RW,Real Betis,Germany,La Liga,Winger
63,Leroy Dembele,RW,Brighton,Italy,Premier League,Inside Forward
64,Christian Raphinha,RW,Girona,France,La Liga,Wide Playmaker
65,Mohamed Gonzalez,RW,Atalanta,Italy,Serie A,Inside Forward
66,Christian Sane,RW,Arsenal,Germany,Premier League,Inside Forward
67,Raphinha Salah,RW,Lyon,Ivory Coast,Ligue 1,Winger
68,Takefusa Pino,RW,Lazio,Ivory Coast,Serie A,Winger
69,Jarrod Asensio,RW,Manchester United,Spain,Premier League,Wide Playmaker
70,Mohamed Saka,RW,Bologna,USA,Serie A,Inside Forward
71,Christian Di Maria,RW,Real Betis,Spain,La Liga,Inside Forward
72,Nicolas Gnabry,RW,Manchester United,Argentina,Premier League,Inside Forward
73,Bukayo Mbeumo,RW,AS Roma,Italy,Serie A,Winger
74,Marco Sane,RW,Girona,Egypt,La Liga,Winger
75,Leon Pino,RW,Stuttgart,Cameroon,Bundesliga,Wide Playmaker
76,Serge Gnabry,RW,Frankfurt,Sweden,Bundesliga,Wide Playmaker
77,Jarrod Saka,RW,Athletic Club,Germany,La Liga,Wide Playmaker
78,Angel Pulisic,RW,Arsenal,Italy,Premier League,Wide Playmaker
79,Yeremy Berardi,RW,Real Sociedad,Jamaica,La Liga,Wide Playmaker
80,Rodrygo Pulisic,RW,Inter Milan,Jamaica,Serie A,Winger
81,Christian Gnabry,RW,Nice,Jamaica,Ligue 1,Winger
82,Raphinha Chiesa,RW,Athletic Club,England,La Liga,Wide Playmaker
83,Serge Dembele,RW,Chelsea,Brazil,Premier League,Winger
84,Raphinha Gonzalez,RW,Athletic Club,Ivory Coast,La Liga,Wide Playmaker
85,Rodrygo Pino,RW,Stuttgart,Sweden,Bundesliga,Wide Playmaker
86,Mohamed Pino,RW,Brest,Argentina,Ligue 1,Winger
87,Michael Pino,RW,Real Madrid,Japan,La Liga,Winger
88,Takefusa Raphinha,RW,Real Madrid,England,La Liga,Wide Playmaker
89,Bukayo Kulusevski,RW,Athletic Club,Jamaica,La Liga,Wide Playmaker
90,Marco Kulusevski,RW,PSG,Spain,Ligue 1,Inside Forward
91,Domenico Mbeumo,RW,Bologna,Italy,Serie A,Wide Playmaker
92,Yeremy Goes,RW,Dortmund,Japan,Bundesliga,Wide Playmaker
93,Bryan Kubo,RW,Real Sociedad,Argentina,La Liga,Wide Playmaker
94,Yeremy Berardi,RW,AC Milan,Sweden,Serie A,Inside Forward
95,Michael Mbeumo,RW,Stuttgart,Germany,Bundesliga,Winger
96,Christian Di Maria,RW,Real Betis,Cameroon,La Liga,Winger
97,Takefusa Pulisic,RW,Bayern Munich,Germany,Bundesliga,Winger
98,Mohamed Kubo,RW,Frankfurt,Sweden,Bundesliga,Wide Playmaker
99,Domenico Pulisic,RW,Lazio,Italy,Serie A,Winger
100,Marco Asensio,RW,Atletico Madrid,USA,La Liga,Wide Playmaker
101,Takefusa Dembele,RW,Monaco,France,Ligue 1,Winger
102,Ousmane Pino,RW,Tottenham,Jamaica,Premier League,Inside Forward
103,Jarrod Olise,RW,Bayern Munich,France,Bundesliga,Wide Playmaker
104,Marco Olise,RW,RB Leipzig,Sweden,Bundesliga,Wide Playmaker
105,Raphinha Goes,RW,Inter Milan,Ivory Coast,Serie A,Winger
106,Yeremy Sane,RW,Manchester City,France,Premier League,Wide Playmaker
107,Jarrod Kulusevski,RW,Stuttgart,England,Bundesliga,Inside Forward
108,Bryan Berardi,RW,Liverpool,Spain,Premier League,Inside Forward
109,Jarrod Chiesa,RW,Athletic Club,Cameroon,La Liga,Inside Forward
110,Rodrygo Bowen,RW,Manchester City,France,Premier League,Wide Playmaker
111,Yeremy Pino,RW,Napoli,Cameroon,Serie A,Inside Forward
112,Marco Olise,RW,Brighton,Italy,Premier League,Wide Playmaker
113,Leon Gnabry,RW,Inter Milan,Germany,Serie A,Winger
114,Bukayo Gonzalez,RW,Stuttgart,Spain,Bundesliga,Winger
115,Ousmane Sane,RW,Girona,England,La Liga,Inside Forward
116,Takefusa Mbeumo,RW,Barcelona,Ivory Coast,La Liga,Inside Forward
117,Serge Olise,RW,Frankfurt,Brazil,Bundesliga,Inside Forward
118,Serge Saka,RW,Real Betis,Sweden,La Liga,Inside Forward
119,Jarrod Gonzalez,RW,Monaco,Japan,Ligue 1,Inside Forward
120,Mohamed Goes,RW,Bayer Leverkusen,Italy,Bundesliga,Winger
121,Takefusa Gonzalez,RW,Manchester United,England,Premier League,Winger
122,Marco Sane,RW,Stuttgart,Cameroon,Bundesliga,Inside Forward
123,Bukayo Kulusevski,RW,Frankfurt,Spain,Bundesliga,Winger
124,Jarrod Kubo,RW,Manchester United,England,Premier League,Winger
125,Rodrygo Kulusevski,RW,Nice,France,Ligue 1,Winger
126,Bryan Di Maria,RW,Barcelona,Egypt,La Liga,Wide Playmaker
127,Christian Salah,RW,Brighton,Jamaica,Premier League,Inside Forward
128,Jarrod Kulusevski,RW,Brest,Cameroon,Ligue 1,Inside Forward
129,Federico Gnabry,RW,Real Sociedad,Spain,La Liga,Winger
130,Rodrygo Pulisic,RW,Manchester United,Spain,Premier League,Inside Forward
131,Rodrygo Kulusevski,RW,Manchester City,Sweden,Premier League,Inside Forward
132,Yeremy Mbeumo,RW,PSG,Cameroon,Ligue 1,Inside Forward
133,Michael Kulusevski,RW,Valencia,Germany,La Liga,Winger
134,Bukayo Mbeumo,RW,Bayer Leverkusen,Ivory Coast,Bundesliga,Inside Forward
135,Christian Pino,RW,Lazio,France,Serie A,Inside Forward
136,Bukayo Sane,RW,Inter Milan,Italy,Serie A,Winger
137,Yeremy Salah,RW,Nice,England,Ligue 1,Wide Playmaker
138,Michael Gnabry,RW,Dortmund,England,Bundesliga,Wide Playmaker
139,Mohamed Berardi,RW,Stuttgart,Egypt,Bundesliga,Inside Forward
140,Yeremy Sane,RW,Girona,Jamaica,La Liga,Wide Playmaker
141,Christian Saka,RW,Manchester United,Japan,Premier League,Winger
142,Federico Gnabry,RW,Atletico Madrid,Ivory Coast,La Liga,Wide Playmaker
143,Angel Bowen,RW,Marseille,England,Ligue 1,Wide Playmaker
144,Takefusa Chiesa,RW,Real Madrid,Germany,La Liga,Wide Playmaker
145,Domenico Gnabry,RW,West Ham,England,Premier League,Inside Forward
146,Dejan Gnabry,RW,Valencia,Spain,La Liga,Winger
147,Mohamed Dembele,RW,Athletic Club,Argentina,La Liga,Inside Forward
148,Michael Olise,RW,Monaco,France,Ligue 1,Inside Forward
149,Christian Sane,RW,Bayer Leverkusen,Brazil,Bundesliga,Inside Forward
150,Christian Gnabry,RW,West Ham,Jamaica,Premier League,Inside Forward
151,Leon Berardi,RW,Juventus,Spain,Serie A,Winger
152,Mohamed Pino,RW,PSG,Argentina,Ligue 1,Inside Forward
153,Leroy Asensio,RW,AC Milan,Japan,Serie A,Wide Playmaker
154,Bukayo Salah,RW,Newcastle,Sweden,Premier League,Wide Playmaker
155,Ousmane Gnabry,RW,Atalanta,Sweden,Serie A,Inside Forward
156,Takefusa Mbeumo,RW,Bayer Leverkusen,Argentina,Bundesliga,Inside Forward
157,Domenico Bailey,RW,Bayern Munich,Egypt,Bundesliga,Winger
158,Takefusa Bailey,RW,Bologna,Cameroon,Serie A,Winger
159,Bryan Saka,RW,Real Madrid,England,La Liga,Inside Forward
160,Michael Mbeumo,RW,Dortmund,Cameroon,Bundesliga,Inside Forward
161,Bryan Bailey,RW,Monaco,England,Ligue 1,Wide Playmaker
162,Bryan Bowen,RW,Nice,England,Ligue 1,Winger
163,Takefusa Kubo,RW,Monaco,Argentina,Ligue 1,Inside Forward
164,Leroy Saka,RW,Lille,Italy,Ligue 1,Winger
165,Marco Mbeumo,RW,Bologna,Argentina,Serie A,Inside Forward
166,Christian Sane,RW,Manchester United,France,Premier League,Inside Forward
167,Nicolas Olise,RW,Frankfurt,France,Bundesliga,Wide Playmaker
168,Michael Chiesa,RW,Athletic Club,Argentina,La Liga,Inside Forward
169,Ousmane Asensio,RW,Stuttgart,Japan,Bundesliga,Winger
170,Domenico Bowen,RW,Stuttgart,Spain,Bundesliga,Inside Forward
171,Bukayo Pulisic,RW,Atalanta,Egypt,Serie A,Inside Forward
172,Takefusa Raphinha,RW,Bayern Munich,Brazil,Bundesliga,Wide Playmaker
173,Serge Pino,RW,West Ham,France,Premier League,Wide Playmaker
174,Michael Gnabry,RW,Valencia,Germany,La Liga,Winger
175,Jarrod Kubo,RW,PSG,Brazil,Ligue 1,Wide Playmaker
176,Domenico Mbeumo,RW,Lazio,Argentina,Serie A,Winger
177,Angel Sane,RW,Stuttgart,Ivory Coast,Bundesliga,Winger
178,Jarrod Berardi,RW,Nice,Japan,Ligue 1,Wide Playmaker
179,Jarrod Mbeumo,RW,Atletico Madrid,Sweden,La Liga,Inside Forward
180,Bryan Pino,RW,Frankfurt,Italy,Bundesliga,Winger
181,Christian Kulusevski,RW,Marseille,Japan,Ligue 1,Winger
182,Serge Bailey,RW,Bayern Munich,Argentina,Bundesliga,Winger
183,Leroy Asensio,RW,Lyon,France,Ligue 1,Inside Forward
184,Bryan Bowen,RW,RB Leipzig,Ivory Coast,Bundesliga,Winger
185,Marco Raphinha,RW,Real Madrid,USA,La Liga,Inside Forward
186,Ousmane Gonzalez,RW,Athletic Club,Spain,La Liga,Wide Playmaker
187,Raphinha Chiesa,RW,RB Leipzig,Ivory Coast,Bundesliga,Wide Playmaker
188,Marco Bailey,RW,Arsenal,Cameroon,Premier League,Inside Forward
189,Leroy Salah,RW,Brest,Germany,Ligue 1,Wide Playmaker
190,Michael Saka,RW,Bayer Leverkusen,Germany,Bundesliga,Inside Forward
191,Dejan Asensio,RW,Inter Milan,Ivory Coast,Serie A,Winger
192,Serge Chiesa,RW,Brighton,Japan,Premier League,Winger
193,Angel Goes,RW,Atletico Madrid,Egypt,La Liga,Winger
194,Christian Goes,RW,Newcastle,Jamaica,Premier League,Inside Forward
195,Christian Pulisic,RW,Tottenham,Ivory Coast,Premier League,Wide Playmaker
196,Federico Mbeumo,RW,Stuttgart,Brazil,Bundesliga,Inside Forward
197,Jarrod Pulisic,RW,Real Madrid,Germany,La Liga,Wide Playmaker
198,Leon Gnabry,RW,Lyon,Cameroon,Ligue 1,Inside Forward
199,Leroy Goes,RW,Athletic Club,Cameroon,La Liga,Winger
200,Takefusa Gonzalez,RW,Atalanta,France,Serie A,Wide Playmaker
201,Takefusa Kubo,RW,Manchester City,Japan,Premier League,Wide Playmaker
202,Dejan Raphinha,RW,Dortmund,Germany,Bundesliga,Wide Playmaker
203,Mohamed Sane,RW,AS Roma,France,Serie A,Wide Playmaker
204,Yeremy Kulusevski,RW,AS Roma,Italy,Serie A,Wide Playmaker
205,Dejan Chiesa,RW,Bayern Munich,England,Bundesliga,Inside Forward
206,Takefusa Di Maria,RW,Atletico Madrid,Spain,La Liga,Wide Playmaker
207,Ousmane Sane,RW,Valencia,Sweden,La Liga,Winger
208,Yeremy Saka,RW,Juventus,USA,Serie A,Winger
209,Takefusa Goes,RW,Stuttgart,Argentina,Bundesliga,Winger
210,Domenico Bowen,RW,AC Milan,France,Serie A,Inside Forward
211,Nicolas Raphinha,RW,Manchester United,France,Premier League,Inside Forward
212,Nicolas Goes,RW,Tottenham,Jamaica,Premier League,Wide Playmaker
213,Bryan Bowen,RW,Lazio,Spain,Serie A,Winger
214,Raphinha Goes,RW,Bologna,Jamaica,Serie A,Winger
215,Nicolas Pulisic,RW,Valencia,England,La Liga,Inside Forward
216,Rodrygo Pino,RW,Brest,Spain,Ligue 1,Inside Forward
217,Marco Gonzalez,RW,Real Sociedad,England,La Liga,Wide Playmaker
218,Christian Mbeumo,RW,Aston Villa,Spain,Premier League,Wide Playmaker
219,Leroy Kubo,RW,Valencia,Japan,La Liga,Winger
220,Bryan Olise,RW,AS Roma,Egypt,Serie A,Wide Playmaker
221,Domenico Saka,RW,Monaco,Argentina,Ligue 1,Wide Playmaker
222,Leon Pino,RW,Chelsea,Brazil,Premier League,Inside Forward
223,Dejan Bailey,RW,Bologna,Ivory Coast,Serie A,Wide Playmaker
224,Bukayo Pulisic,RW,Brighton,Sweden,Premier League,Inside Forward
225,Marco Bailey,RW,Nice,Sweden,Ligue 1,Winger
226,Jarrod Raphinha,RW,Stuttgart,Brazil,Bundesliga,Inside Forward
227,Rodrygo Chiesa,RW,Girona,Italy,La Liga,Wide Playmaker
228,Christian Pulisic,RW,Marseille,Japan,Ligue 1,Inside Forward
229,Domenico Gnabry,RW,Nice,Jamaica,Ligue 1,Wide Playmaker
230,Bryan Bowen,RW,Manchester City,Ivory Coast,Premier League,Inside Forward
231,Ousmane Saka,RW,West Ham,Brazil,Premier League,Winger
232,Domenico Dembele,RW,Manchester United,Italy,Premier League,Winger
233,Bryan Gnabry,RW,Dortmund,Cameroon,Bundesliga,Wide Playmaker
234,Angel Kubo,RW,Nice,Argentina,Ligue 1,Inside Forward
235,Leon Kulusevski,RW,Juventus,Jamaica,Serie A,Wide Playmaker
236,Domenico Bowen,RW,AS Roma,Sweden,Serie A,Winger
237,Jarrod Dembele,RW,Real Madrid,Sweden,La Liga,Inside Forward
238,Dejan Kubo,RW,Frankfurt,Brazil,Bundesliga,Winger
239,Nicolas Sane,RW,AS Roma,Italy,Serie A,Winger
240,Bukayo Pulisic,RW,Real Sociedad,Jamaica,La Liga,Wide Playmaker
241,Serge Goes,RW,Bologna,Italy,Serie A,Wide Playmaker
242,Mohamed Pino,RW,Lyon,France,Ligue 1,Winger
243,Takefusa Dembele,RW,Napoli,Japan,Serie A,Inside Forward
244,Raphinha Gonzalez,RW,AS Roma,Cameroon,Serie A,Winger
245,Takefusa Olise,RW,Real Madrid,Germany,La Liga,Wide Playmaker
246,Takefusa Sane,RW,Inter Milan,Italy,Serie A,Wide Playmaker
247,Ousmane Raphinha,RW,Liverpool,Ivory Coast,Premier League,Wide Playmaker
248,Raphinha Kubo,RW,Marseille,Jamaica,Ligue 1,Wide Playmaker
249,Marco Pino,RW,Brighton,Germany,Premier League,Inside Forward
250,Dejan Kulusevski,RW,AS Roma,Jamaica,Serie A,Inside Forward
251,Ousmane Goes,RW,PSG,Ivory Coast,Ligue 1,Wide Playmaker
252,Jarrod Berardi,RW,AC Milan,Brazil,Serie A,Inside Forward
253,Rodrygo Di Maria,RW,West Ham,France,Premier League,Inside Forward
254,Serge Asensio,RW,Lille,France,Ligue 1,Inside Forward
255,Mohamed Gnabry,RW,Real Betis,Germany,La Liga,Wide Playmaker
256,Bukayo Goes,RW,Arsenal,USA,Premier League,Wide Playmaker
257,Nicolas Pino,RW,Bayern Munich,Jamaica,Bundesliga,Wide Playmaker
258,Michael Pulisic,RW,Real Sociedad,England,La Liga,Inside Forward
259,Angel Pulisic,RW,Newcastle,Ivory Coast,Premier League,Winger
260,Angel Di Maria,RW,Real Sociedad,Germany,La Liga,Winger
261,Rodrygo Pulisic,RW,PSG,USA,Ligue 1,Inside Forward
262,Federico Kubo,RW,Athletic Club,Germany,La Liga,Winger
263,Bukayo Saka,RW,Tottenham,Spain,Premier League,Winger
264,Leon Asensio,RW,Bayer Leverkusen,Jamaica,Bundesliga,Wide Playmaker
265,Marco Mbeumo,RW,Lazio,Sweden,Serie A,Inside Forward
266,Jarrod Salah,RW,Lazio,USA,Serie A,Wide Playmaker
267,Ousmane Gnabry,RW,Atletico Madrid,Argentina,La Liga,Winger
268,Leroy Kubo,RW,Lazio,Cameroon,Serie A,Inside Forward
269,Takefusa Gonzalez,RW,Atletico Madrid,Spain,La Liga,Inside Forward
270,Bukayo Bailey,RW,Monaco,France,Ligue 1,Wide Playmaker
271,Federico Raphinha,RW,Atalanta,USA,Serie A,Inside Forward
272,Dejan Kubo,RW,Real Madrid,France,La Liga,Inside Forward
273,Takefusa Gnabry,RW,Bayern Munich,Jamaica,Bundesliga,Wide Playmaker
274,Marco Asensio,RW,Aston Villa,Jamaica,Premier League,Inside Forward
275,Christian Di Maria,RW,Marseille,Cameroon,Ligue 1,Winger
276,Takefusa Mbeumo,RW,Juventus,Egypt,Serie A,Inside Forward
277,Angel Raphinha,RW,AS Roma,Sweden,Serie A,Inside Forward
278,Mohamed Di Maria,RW,Arsenal,Ivory Coast,Premier League,Wide Playmaker
279,Marco Gonzalez,RW,Manchester United,England,Premier League,Wide Playmaker
280,Serge Pino,RW,Bayer Leverkusen,Japan,Bundesliga,Inside Forward
281,Leon Kulusevski,RW,Liverpool,Brazil,Premier League,Wide Playmaker
282,Christian Pulisic,RW,Atalanta,Argentina,Serie A,Inside Forward
283,Ousmane Berardi,RW,Real Sociedad,France,La Liga,Winger
284,Bryan Raphinha,RW,Real Madrid,Jamaica,La Liga,Wide Playmaker
285,Takefusa Berardi,RW,Lille,Germany,Ligue 1,Winger
286,Leon Salah,RW,Bologna,France,Serie A,Inside Forward
287,Leon Bailey,RW,Manchester United,Brazil,Premier League,Inside Forward
288,Dejan Kulusevski,RW,Bayer Leverkusen,Brazil,Bundesliga,Winger
289,Takefusa Gonzalez,RW,Real Betis,Germany,La Liga,Wide Playmaker
290,Domenico Kubo,RW,Nice,Spain,Ligue 1,Wide Playmaker
291,Leroy Pulisic,RW,Lille,Italy,Ligue 1,Wide Playmaker
292,Marco Pino,RW,Frankfurt,Egypt,Bundesliga,Wide Playmaker
293,Ousmane Goes,RW,RB Leipzig,Japan,Bundesliga,Wide Playmaker
294,Nicolas Asensio,RW,Manchester City,Spain,Premier League,Winger
295,Dejan Mbeumo,RW,Newcastle,Jamaica,Premier League,Wide Playmaker
296,Jarrod Sane,RW,Brest,Cameroon,Ligue 1,Winger
297,Rodrygo Sane,RW,Juventus,England,Serie A,Inside Forward
298,Nicolas Olise,RW,Girona,Argentina,La Liga,Winger
299,Jarrod Mbeumo,RW,Bologna,England,Serie A,Winger
300,Domenico Chiesa,RW,Marseille,Argentina,Ligue 1,Wide Playmaker
301,Jarrod Mbeumo,RW,Bayern Munich,Germany,Bundesliga,Wide Playmaker
302,Leroy Saka,RW,AC Milan,France,Serie A,Wide Playmaker
303,Nicolas Mbeumo,RW,Atletico Madrid,Germany,La Liga,Inside Forward
304,Bukayo Bowen,RW,Aston Villa,Argentina,Premier League,Wide Playmaker
305,Rodrygo Pino,RW,AC Milan,England,Serie A,Inside Forward
306,Raphinha Kubo,RW,Tottenham,Germany,Premier League,Winger
307,Leon Berardi,RW,Brest,Italy,Ligue 1,Winger
308,Mohamed Di Maria,RW,Real Betis,England,La Liga,Winger
309,Angel Goes,RW,Monaco,Japan,Ligue 1,Wide Playmaker
310,Michael Sane,RW,Bayern Munich,England,Bundesliga,Winger
311,Leon Pulisic,RW,Real Sociedad,Cameroon,La Liga,Winger
312,Domenico Bailey,RW,Lyon,France,Ligue 1,Inside Forward
313,Angel Gonzalez,RW,Liverpool,Brazil,Premier League,Wide Playmaker
314,Raphinha Kubo,RW,Aston Villa,Jamaica,Premier League,Winger
315,Nicolas Gonzalez,RW,Monaco,Ivory Coast,Ligue 1,Winger
316,Federico Pino,RW,Lazio,Sweden,Serie A,Winger
317,Bukayo Sane,RW,Marseille,Spain,Ligue 1,Inside Forward
318,Jarrod Berardi,RW,Brighton,England,Premier League,Winger
319,Domenico Pulisic,RW,Bologna,Spain,Serie A,Winger
320,Marco Kubo,RW,Lazio,France,Serie A,Wide Playmaker
321,Michael Di Maria,RW,Monaco,USA,Ligue 1,Winger
322,Jarrod Sane,RW,Frankfurt,Sweden,Bundesliga,Winger
323,Serge Kulusevski,RW,Manchester City,Germany,Premier League,Inside Forward
324,Christian Salah,RW,Lille,Japan,Ligue 1,Inside Forward
325,Ousmane Chiesa,RW,Girona,Egypt,La Liga,Winger
326,Rodrygo Olise,RW,Chelsea,Spain,Premier League,Inside Forward
327,Mohamed Berardi,RW,Newcastle,Jamaica,Premier League,Winger
328,Leroy Gnabry,RW,Nice,Brazil,Ligue 1,Winger
329,Nicolas Kulusevski,RW,Inter Milan,Ivory Coast,Serie A,Winger
330,Marco Asensio,RW,Atletico Madrid,Cameroon,La Liga,Wide Playmaker
331,Ousmane Olise,RW,Girona,Argentina,La Liga,Winger
332,Serge Asensio,RW,Atletico Madrid,England,La Liga,Inside Forward
333,Serge Kubo,RW,Atalanta,France,Serie A,Inside Forward
334,Nicolas Olise,RW,AS Roma,Spain,Serie A,Inside Forward
335,Leroy Dembele,RW,Barcelona,Japan,La Liga,Inside Forward
336,Takefusa Asensio,RW,Bayer Leverkusen,Cameroon,Bundesliga,Wide Playmaker
337,Bryan Pulisic,RW,Dortmund,Japan,Bundesliga,Winger
338,Christian Pino,RW,Marseille,Cameroon,Ligue 1,Wide Playmaker
339,Nicolas Bailey,RW,Napoli,Jamaica,Serie A,Winger
340,Leroy Olise,RW,Atletico Madrid,Egypt,La Liga,Inside Forward
341,Mohamed Raphinha,RW,Bayern Munich,France,Bundesliga,Inside Forward
342,Marco Gonzalez,RW,West Ham,Cameroon,Premier League,Winger
343,Mohamed Pulisic,RW,Aston Villa,Germany,Premier League,Winger
344,Michael Saka,RW,Barcelona,Sweden,La Liga,Inside Forward
345,Bukayo Sane,RW,Real Madrid,Japan,La Liga,Winger
346,Takefusa Olise,RW,RB Leipzig,Cameroon,Bundesliga,Wide Playmaker
347,Federico Goes,RW,Bologna,Spain,Serie A,Inside Forward
348,Jarrod Saka,RW,Chelsea,Italy,Premier League,Winger
349,Raphinha Asensio,RW,Bologna,Japan,Serie A,Wide Playmaker
350,Rodrygo Salah,RW,Aston Villa,Sweden,Premier League,Inside Forward
351,Serge Bailey,RW,Bayern Munich,Ivory Coast,Bundesliga,Winger
352,Yeremy Bailey,RW,AS Roma,Italy,Serie A,Winger
353,Bryan Sane,RW,RB Leipzig,Cameroon,Bundesliga,Inside Forward
354,Bryan Pulisic,RW,Liverpool,Argentina,Premier League,Winger
355,Bryan Kulusevski,RW,Real Madrid,Japan,La Liga,Inside Forward
356,Domenico Pulisic,RW,AS Roma,Jamaica,Serie A,Wide Playmaker
357,Takefusa Pulisic,RW,Bologna,England,Serie A,Wide Playmaker
358,Domenico Asensio,RW,Lille,Italy,Ligue 1,Wide Playmaker
359,Nicolas Goes,RW,Brest,Japan,Ligue 1,Winger
360,Leon Asensio,RW,Atletico Madrid,Argentina,La Liga,Wide Playmaker
361,Mohamed Chiesa,RW,Real Madrid,Egypt,La Liga,Winger
362,Marco Olise,RW,Brest,Sweden,Ligue 1,Winger
363,Bryan Bailey,RW,Bayer Leverkusen,Brazil,Bundesliga,Inside Forward
364,Ousmane Di Maria,RW,Atletico Madrid,Sweden,La Liga,Inside Forward
365,Jarrod Raphinha,RW,RB Leipzig,Ivory Coast,Bundesliga,Inside Forward
366,Christian Pulisic,RW,Aston Villa,Argentina,Premier League,Wide Playmaker
367,Mohamed Di Maria,RW,Napoli,Germany,Serie A,Winger
368,Angel Sane,RW,Girona,Egypt,La Liga,Winger
369,Domenico Salah,RW,Valencia,Argentina,La Liga,Inside Forward
370,Ousmane Dembele,RW,Real Madrid,Germany,La Liga,Inside Forward
371,Takefusa Gnabry,RW,Aston Villa,Spain,Premier League,Wide Playmaker
