Id,NamaPemain,Posisi,Club,Negara,Liga,PlayerInstruction
113,Dusan Gimenez,ST,Aston Villa,Argentina,Premier League,Advanced Forward
114,Alvaro Isak,ST,Nice,Belgium,Ligue 1,Poacher
115,Victor Isak,ST,Valencia,Argentina,La Liga,False 9
116,Rasmus Isak,ST,Real Betis,Mexico,La Liga,Target Forward
117,Rasmus Openda,ST,Aston Villa,Spain,Premier League,Target Forward
118,Julian Isak,ST,Nice,Germany,Ligue 1,Advanced Forward
119,Lois Sesko,ST,Liverpool,Uruguay,Premier League,Poacher
120,Harry Nunez,ST,Inter Milan,Denmark,Serie A,Target Forward
121,Niclas Watkins,ST,Brest,Sweden,Ligue 1,False 9
122,Lois Vlahovic,ST,Newcastle,England,Premier League,Advanced Forward
123,Harry Fullkrug,ST,Lille,Belgium,Ligue 1,False 9
124,Niclas Isak,ST,Dortmund,Serbia,Bundesliga,False 9
125,Rasmus Toney,ST,Atalanta,Norway,Serie A,False 9
126,Alexander Haaland,ST,Barcelona,Belgium,La Liga,Advanced Forward
127,Dusan Lukaku,ST,Dortmund,Serbia,Bundesliga,Advanced Forward
128,Goncalo Nunez,ST,Bayern Munich,Spain,Bundesliga,False 9
129,Alvaro Wilson,ST,Bayer Leverkusen,Germany,Bundesliga,False 9
130,Romelu Gimenez,ST,Stuttgart,Brazil,Bundesliga,Target Forward
131,Romelu Isak,ST,Newcastle,Slovenia,Premier League,Poacher
132,Goncalo Toney,ST,Real Betis,Slovenia,La Liga,False 9
133,Robert Haaland,ST,Napoli,Norway,Serie A,Advanced Forward
134,Callum Wilson,ST,Real Sociedad,Germany,La Liga,Target Forward
135,Goncalo Martinez,ST,AS Roma,Sweden,Serie A,False 9
136,Victor Isak,ST,Dortmund,Uruguay,Bundesliga,Target Forward
137,Romelu Lukaku,ST,Juventus,Belgium,Serie A,False 9
138,Santiago Martinez,ST,Girona,Poland,La Liga,Poacher
139,Rasmus Fullkrug,ST,Nice,France,Ligue 1,Advanced Forward
140,Goncalo Ramos,ST,Atletico Madrid,Portugal,La Liga,Target Forward
141,Robert Vlahovic,ST,Stuttgart,Portugal,Bundesliga,Target Forward
142,Lautaro Openda,ST,AS Roma,Slovenia,Serie A,Target Forward
143,Benjamin Lukaku,ST,Liverpool,Norway,Premier League,Poacher
144,Harry Toney,ST,Juventus,Nigeria,Serie A,Poacher
145,Lois Wilson,ST,Athletic Club,Brazil,La Liga,False 9
146,Victor Isak,ST,Frankfurt,Brazil,Bundesliga,Target Forward
147,Ollie Martinez,ST,Monaco,Argentina,Ligue 1,Advanced Forward
148,Dusan Vlahovic,ST,Lazio,Uruguay,Serie A,Target Forward
149,Ivan Watkins,ST,Manchester United,Poland,Premier League,Target Forward
150,Benjamin Toney,ST,Barcelona,Mexico,La Liga,False 9
151,Callum Haaland,ST,Newcastle,Norway,Premier League,Advanced Forward
152,Lois Toney,ST,Manchester City,Poland,Premier League,False 9
153,Lois Lewandowski,ST,Monaco,Serbia,Ligue 1,Advanced Forward
154,Lois Sesko,ST,Napoli,Spain,Serie A,Advanced Forward
155,Lautaro Openda,ST,Chelsea,Portugal,Premier League,False 9
156,Ollie Martinez,ST,Marseille,Argentina,Ligue 1,Target Forward
157,Alexander Lewandowski,ST,Atalanta,Brazil,Serie A,Poacher
158,Lautaro Isak,ST,Lyon,England,Ligue 1,False 9
159,Victor Hojlund,ST,Bayern Munich,Norway,Bundesliga,Advanced Forward
160,Ollie Nunez,ST,West Ham,Argentina,Premier League,Poacher
161,Lois Hojlund,ST,Lille,Nigeria,Ligue 1,Advanced Forward
162,Harry Lewandowski,ST,AS Roma,Spain,Serie A,False 9
163,Benjamin Lukaku,ST,Marseille,Germany,Ligue 1,Target Forward
164,Dusan Sesko,ST,Barcelona,Mexico,La Liga,Poacher
165,Dusan Lewandowski,ST,Aston Villa,Sweden,Premier League,Poacher
166,Callum Openda,ST,Newcastle,England,Premier League,Poacher
167,Santiago Openda,ST,Real Betis,Nigeria,La Liga,Poacher
168,Lautaro Lewandowski,ST,Dortmund,Brazil,Bundesliga,Advanced Forward
169,Lautaro Lewandowski,ST,Brest,Nigeria,Ligue 1,Advanced Forward
170,Santiago Hojlund,ST,Valencia,Poland,La Liga,Poacher
171,Romelu Toney,ST,AS Roma,Serbia,Serie A,Poacher
172,Romelu Openda,ST,Lazio,Sweden,Serie A,Target Forward
173,Alvaro Haaland,ST,Arsenal,Serbia,Premier League,False 9
174,Niclas Lewandowski,ST,Nice,Mexico,Ligue 1,Poacher
175,Goncalo Alvarez,ST,Bayer Leverkusen,Norway,Bundesliga,Poacher
176,Alvaro Haaland,ST,Liverpool,Slovenia,Premier League,Target Forward
177,Darwin Osimhen,ST,Napoli,Uruguay,Serie A,Target Forward
178,Darwin Watkins,ST,Frankfurt,Germany,Bundesliga,Poacher
179,Benjamin Haaland,ST,Lyon,Portugal,Ligue 1,Advanced Forward
180,Niclas Ramos,ST,Athletic Club,Denmark,La Liga,Advanced Forward
181,Julian Fullkrug,ST,Inter Milan,Poland,Serie A,Poacher
182,Lois Openda,ST,Lille,Belgium,Ligue 1,Advanced Forward
183,Lois Alvarez,ST,Bayern Munich,Poland,Bundesliga,Poacher
184,Harry Wilson,ST,Juventus,Serbia,Serie A,Poacher
185,Dusan Alvarez,ST,Brest,Sweden,Ligue 1,False 9
186,Lautaro Haaland,ST,Atalanta,Mexico,Serie A,Poacher
187,Robert Ramos,ST,Brest,Brazil,Ligue 1,Target Forward
188,Harry Kane,ST,RB Leipzig,England,Bundesliga,Poacher
189,Ollie Alvarez,ST,Athletic Club,Portugal,La Liga,Advanced Forward
190,Julian Wilson,ST,Aston Villa,Serbia,Premier League,False 9
191,Victor Watkins,ST,Frankfurt,Sweden,Bundesliga,Poacher
192,Alexander Ramos,ST,Aston Villa,France,Premier League,False 9
193,Alvaro Wilson,ST,Valencia,Argentina,La Liga,False 9
194,Erling Openda,ST,Tottenham,Portugal,Premier League,Advanced Forward
195,Harry Martinez,ST,RB Leipzig,Slovenia,Bundesliga,Poacher
196,Romelu Morata,ST,Stuttgart,Nigeria,Bundesliga,Target Forward
197,Harry Morata,ST,Brest,Mexico,Ligue 1,False 9
198,Dusan Gimenez,ST,Valencia,Mexico,La Liga,Poacher
199,Alexander Isak,ST,Atletico Madrid,Spain,La Liga,Advanced Forward
200,Erling Kane,ST,Real Madrid,Argentina,La Liga,Target Forward
201,Alvaro Lukaku,ST,PSG,Spain,Ligue 1,Target Forward
202,Darwin Openda,ST,Bayern Munich,Slovenia,Bundesliga,Poacher
203,Goncalo Hojlund,ST,AC Milan,Uruguay,Serie A,False 9
204,Victor Nunez,ST,Real Betis,Spain,La Liga,False 9
205,Alexander Openda,ST,Arsenal,Nigeria,Premier League,Target Forward
206,Romelu Toney,ST,Real Betis,Germany,La Liga,Advanced Forward
207,Lautaro Haaland,ST,AS Roma,England,Serie A,False 9
208,Alvaro Haaland,ST,Brest,Spain,Ligue 1,Target Forward
209,Julian Ramos,ST,Juventus,Germany,Serie A,Target Forward
210,Erling Martinez,ST,Lazio,Mexico,Serie A,Target Forward
211,Alexander Watkins,ST,Monaco,France,Ligue 1,False 9
212,Alvaro Martinez,ST,Monaco,France,Ligue 1,False 9
213,Robert Watkins,ST,Aston Villa,Belgium,Premier League,Advanced Forward
214,Goncalo Toney,ST,Manchester United,Argentina,Premier League,False 9
215,Goncalo Osimhen,ST,Aston Villa,Poland,Premier League,Target Forward
216,Erling Toney,ST,Frankfurt,Belgium,Bundesliga,Target Forward
217,Romelu Alvarez,ST,Brighton,Belgium,Premier League,False 9
218,Julian Vlahovic,ST,Lille,France,Ligue 1,Poacher
219,Julian Wilson,ST,AC Milan,Belgium,Serie A,Advanced Forward
220,Niclas Toney,ST,Arsenal,Belgium,Premier League,Target Forward
221,Niclas Lukaku,ST,Inter Milan,Argentina,Serie A,Target Forward
222,Robert Alvarez,ST,Real Sociedad,Nigeria,La Liga,False 9
223,Erling Fullkrug,ST,Real Betis,Denmark,La Liga,Target Forward
224,Julian Lewandowski,ST,Chelsea,Sweden,Premier League,False 9
225,Alvaro Lewandowski,ST,Napoli,Germany,Serie A,False 9
226,Erling Gimenez,ST,Monaco,Argentina,Ligue 1,Target Forward
227,Romelu Wilson,ST,Inter Milan,Norway,Serie A,False 9
228,Lautaro Watkins,ST,Lille,Slovenia,Ligue 1,Poacher
229,Alexander Martinez,ST,Dortmund,Sweden,Bundesliga,Target Forward
230,Niclas Wilson,ST,Real Madrid,Germany,La Liga,Advanced Forward
231,Lautaro Gimenez,ST,Real Madrid,Uruguay,La Liga,False 9
232,Lois Fullkrug,ST,Real Betis,Argentina,La Liga,Target Forward
233,Santiago Lewandowski,ST,Bayer Leverkusen,Slovenia,Bundesliga,False 9
234,Lois Lukaku,ST,Inter Milan,England,Serie A,Advanced Forward
235,Lautaro Vlahovic,ST,Nice,Serbia,Ligue 1,Advanced Forward
236,Alexander Lukaku,ST,Lille,Denmark,Ligue 1,False 9
237,Darwin Lukaku,ST,Lyon,Germany,Ligue 1,False 9
238,Rasmus Nunez,ST,Lazio,Belgium,Serie A,Target Forward
239,Dusan Gimenez,ST,Arsenal,Norway,Premier League,False 9
240,Ivan Kane,ST,Athletic Club,Argentina,La Liga,Advanced Forward
241,Victor Gimenez,ST,Newcastle,Belgium,Premier League,Target Forward
242,Dusan Openda,ST,Frankfurt,Portugal,Bundesliga,False 9
243,Rasmus Fullkrug,ST,Lille,Norway,Ligue 1,Poacher
244,Robert Watkins,ST,Tottenham,France,Premier League,False 9
245,Niclas Morata,ST,Lyon,Germany,Ligue 1,False 9
246,Alvaro Fullkrug,ST,Bologna,Mexico,Serie A,Target Forward
247,Alexander Morata,ST,Girona,Uruguay,La Liga,Poacher
248,Santiago Sesko,ST,Valencia,Germany,La Liga,Target Forward
249,Lois Wilson,ST,Real Madrid,Belgium,La Liga,Target Forward
250,Darwin Hojlund,ST,Real Madrid,Serbia,La Liga,Target Forward
251,Goncalo Alvarez,ST,Frankfurt,Sweden,Bundesliga,Target Forward
252,Romelu Openda,ST,Dortmund,Sweden,Bundesliga,Advanced Forward
253,Lautaro Toney,ST,Bologna,Norway,Serie A,Target Forward
254,Alexander Martinez,ST,Aston Villa,Mexico,Premier League,Advanced Forward
255,Erling Fullkrug,ST,Lille,Nigeria,Ligue 1,Advanced Forward
256,Erling Sesko,ST,Monaco,Nigeria,Ligue 1,False 9
257,Alvaro Openda,ST,Brest,Nigeria,Ligue 1,Poacher
258,Harry Vlahovic,ST,Juventus,Spain,Serie A,Advanced Forward
259,Robert Lukaku,ST,Real Madrid,Spain,La Liga,Advanced Forward
260,Rasmus Hojlund,ST,Real Madrid,Denmark,La Liga,Target Forward
261,Benjamin Alvarez,ST,Manchester United,Spain,Premier League,Poacher
262,Harry Osimhen,ST,Atletico Madrid,England,La Liga,Poacher
263,Alexander Lewandowski,ST,Monaco,England,Ligue 1,Target Forward
264,Ivan Toney,ST,AS Roma,France,Serie A,Target Forward
265,Julian Sesko,ST,Frankfurt,Nigeria,Bundesliga,Advanced Forward
266,Victor Nunez,ST,RB Leipzig,Portugal,Bundesliga,False 9
267,Victor Lewandowski,ST,Real Betis,Argentina,La Liga,Advanced Forward
268,Alvaro Watkins,ST,Atletico Madrid,Uruguay,La Liga,False 9
269,Santiago Morata,ST,Atalanta,Brazil,Serie A,False 9
270,Benjamin Haaland,ST,Real Sociedad,France,La Liga,Target Forward
271,Dusan Ramos,ST,West Ham,Denmark,Premier League,Target Forward
272,Darwin Alvarez,ST,Real Betis,Germany,La Liga,Poacher
273,Alexander Morata,ST,Bologna,Belgium,Serie A,Poacher
274,Julian Watkins,ST,Bayern Munich,England,Bundesliga,Target Forward
275,Dusan Ramos,ST,Bayer Leverkusen,Brazil,Bundesliga,False 9
276,Lautaro Hojlund,ST,Girona,Argentina,La Liga,Advanced Forward
277,Santiago Toney,ST,Chelsea,Germany,Premier League,Poacher
278,Callum Vlahovic,ST,Marseille,Sweden,Ligue 1,Target Forward
279,Goncalo Toney,ST,Real Sociedad,England,La Liga,Target Forward
280,Lautaro Sesko,ST,Real Betis,Poland,La Liga,Advanced Forward
281,Romelu Sesko,ST,RB Leipzig,England,Bundesliga,False 9
282,Harry Osimhen,ST,Lille,Slovenia,Ligue 1,Advanced Forward
283,Ollie Lewandowski,ST,AS Roma,Brazil,Serie A,False 9
284,Julian Nunez,ST,Girona,France,La Liga,False 9
285,Victor Isak,ST,Frankfurt,Nigeria,Bundesliga,Poacher
286,Darwin Watkins,ST,Girona,Uruguay,La Liga,False 9
287,Harry Wilson,ST,Barcelona,Brazil,La Liga,False 9
288,Victor Kane,ST,Liverpool,Spain,Premier League,Advanced Forward
289,Santiago Martinez,ST,Inter Milan,Argentina,Serie A,False 9
290,Goncalo Osimhen,ST,AC Milan,Denmark,Serie A,Poacher
291,Callum Watkins,ST,Monaco,Serbia,Ligue 1,Target Forward
292,Callum Vlahovic,ST,Arsenal,Poland,Premier League,False 9
293,Darwin Ramos,ST,Newcastle,Brazil,Premier League,Poacher
294,Harry Alvarez,ST,PSG,Poland,Ligue 1,Target Forward
295,Julian Osimhen,ST,Real Madrid,Serbia,La Liga,Target Forward
296,Benjamin Morata,ST,Juventus,Mexico,Serie A,Target Forward
297,Lautaro Nunez,ST,Inter Milan,Argentina,Serie A,Advanced Forward
298,Benjamin Gimenez,ST,Bayern Munich,Sweden,Bundesliga,False 9
299,Romelu Openda,ST,Real Sociedad,Norway,La Liga,Advanced Forward
300,Benjamin Lukaku,ST,Bayer Leverkusen,Brazil,Bundesliga,Advanced Forward
301,Erling Nunez,ST,Liverpool,Belgium,Premier League,Target Forward
302,Goncalo Sesko,ST,Frankfurt,Argentina,Bundesliga,Poacher
303,Darwin Openda,ST,Athletic Club,France,La Liga,Advanced Forward
304,Dusan Gimenez,ST,Real Madrid,Slovenia,La Liga,Poacher
305,Ivan Openda,ST,Napoli,Germany,Serie A,Target Forward
306,Niclas Martinez,ST,Lille,Poland,Ligue 1,Target Forward
307,Lois Ramos,ST,Lazio,Portugal,Serie A,Advanced Forward
308,Alvaro Watkins,ST,Bayer Leverkusen,Uruguay,Bundesliga,Target Forward
309,Romelu Lukaku,ST,Liverpool,Brazil,Premier League,Target Forward
310,Ollie Lukaku,ST,Brighton,Spain,Premier League,Advanced Forward
311,Niclas Vlahovic,ST,Brest,Denmark,Ligue 1,Poacher
312,Romelu Morata,ST,Girona,Portugal,La Liga,Advanced Forward
313,Goncalo Nunez,ST,PSG,Uruguay,Ligue 1,Advanced Forward
314,Darwin Isak,ST,Lyon,Serbia,Ligue 1,False 9
315,Lois Haaland,ST,Lazio,Poland,Serie A,False 9
316,Harry Gimenez,ST,Bologna,Spain,Serie A,False 9
317,Erling Alvarez,ST,Bologna,Denmark,Serie A,False 9
318,Rasmus Osimhen,ST,Juventus,Portugal,Serie A,False 9
319,Ivan Isak,ST,PSG,Portugal,Ligue 1,False 9
320,Victor Martinez,ST,Real Madrid,Norway,La Liga,Poacher
321,Alvaro Wilson,ST,Stuttgart,Germany,Bundesliga,Target Forward
322,Erling Haaland,ST,Dortmund,Slovenia,Bundesliga,Target Forward
323,Julian Toney,ST,Chelsea,Norway,Premier League,Advanced Forward
324,Santiago Wilson,ST,Inter Milan,England,Serie A,False 9
325,Darwin Ramos,ST,Lille,Uruguay,Ligue 1,Advanced Forward
326,Darwin Nunez,ST,Nice,Belgium,Ligue 1,Advanced Forward
327,Victor Isak,ST,Atalanta,Poland,Serie A,Advanced Forward
328,Alvaro Lewandowski,ST,Lyon,England,Ligue 1,False 9
329,Goncalo Openda,ST,Liverpool,France,Premier League,Poacher
330,Alvaro Alvarez,ST,Bayer Leverkusen,Uruguay,Bundesliga,False 9
331,Harry Martinez,ST,Lyon,Sweden,Ligue 1,False 9
332,Rasmus Martinez,ST,Athletic Club,Belgium,La Liga,Target Forward
333,Victor Ramos,ST,West Ham,Brazil,Premier League,Target Forward
334,Alvaro Alvarez,ST,Monaco,Portugal,Ligue 1,Target Forward
335,Harry Vlahovic,ST,Aston Villa,Nigeria,Premier League,Advanced Forward
336,Julian Alvarez,ST,Bayer Leverkusen,Denmark,Bundesliga,False 9
337,Lois Nunez,ST,Girona,Nigeria,La Liga,Advanced Forward
338,Julian Toney,ST,Manchester United,Brazil,Premier League,False 9
339,Darwin Vlahovic,ST,Bologna,Spain,Serie A,False 9
340,Callum Fullkrug,ST,AC Milan,Nigeria,Serie A,Poacher
341,Lois Wilson,ST,AS Roma,Poland,Serie A,Target Forward
342,Alexander Sesko,ST,Brest,Brazil,Ligue 1,Poacher
343,Dusan Wilson,ST,Bayer Leverkusen,England,Bundesliga,Advanced Forward
344,Lautaro Hojlund,ST,Atalanta,Spain,Serie A,Target Forward
345,Rasmus Alvarez,ST,PSG,Slovenia,Ligue 1,Poacher
346,Alvaro Gimenez,ST,Barcelona,Belgium,La Liga,Advanced Forward
347,Lois Ramos,ST,Valencia,Mexico,La Liga,Target Forward
348,Alvaro Gimenez,ST,PSG,Portugal,Ligue 1,False 9
349,Goncalo Vlahovic,ST,Tottenham,Mexico,Premier League,Target Forward
350,Erling Vlahovic,ST,Atalanta,Brazil,Serie A,Advanced Forward
351,Harry Openda,ST,Atalanta,Mexico,Serie A,Poacher
352,Harry Haaland,ST,Dortmund,Brazil,Bundesliga,Poacher
353,Victor Martinez,ST,Juventus,Slovenia,Serie A,Target Forward
354,Erling Hojlund,ST,Bayer Leverkusen,Nigeria,Bundesliga,Target Forward
355,Darwin Martinez,ST,Inter Milan,Brazil,Serie A,Advanced Forward
356,Benjamin Sesko,ST,Atletico Madrid,Argentina,La Liga,False 9
357,Alexander Martinez,ST,Atalanta,France,Serie A,Advanced Forward
358,Robert Isak,ST,Stuttgart,Brazil,Bundesliga,Poacher
359,Darwin Lukaku,ST,Juventus,Slovenia,Serie A,Advanced Forward
360,Alvaro Isak,ST,Atalanta,Portugal,Serie A,Advanced Forward
361,Ollie Nunez,ST,Bayer Leverkusen,Nigeria,Bundesliga,Advanced Forward
362,Benjamin Morata,ST,Bologna,Belgium,Serie A,Advanced Forward
363,Victor Martinez,ST,Inter Milan,France,Serie A,Poacher
364,Rasmus Lukaku,ST,Bayer Leverkusen,Uruguay,Bundesliga,Poacher
365,Lois Osimhen,ST,Real Betis,Slovenia,La Liga,Target Forward
366,Romelu Fullkrug,ST,Atletico Madrid,Belgium,La Liga,Target Forward
367,Harry Vlahovic,ST,Lille,Mexico,Ligue 1,Target Forward
368,Darwin Haaland,ST,Monaco,Belgium,Ligue 1,Poacher
369,Lautaro Openda,ST,Bologna,Germany,Serie A,Poacher
370,Alexander Ramos,ST,Monaco,Belgium,Ligue 1,Poacher
371,Ivan Alvarez,ST,Real Betis,Nigeria,La Liga,Poacher
372,Harry Alvarez,ST,AC Milan,Uruguay,Serie A,False 9
373,Harry Openda,ST,Nice,Slovenia,Ligue 1,Poacher
374,Lois Haaland,ST,Dortmund,Slovenia,Bundesliga,Poacher
375,Romelu Gimenez,ST,Frankfurt,Uruguay,Bundesliga,Target Forward
376,Alvaro Kane,ST,Brest,Poland,Ligue 1,False 9
377,Robert Openda,ST,RB Leipzig,England,Bundesliga,Poacher
378,Niclas Haaland,ST,Dortmund,Mexico,Bundesliga,Poacher
379,Erling Haaland,ST,Nice,Nigeria,Ligue 1,False 9
380,Erling Ramos,ST,Napoli,Slovenia,Serie A,False 9
381,Lautaro Alvarez,ST,Monaco,Poland,Ligue 1,Target Forward
382,Ollie Lewandowski,ST,Napoli,Denmark,Serie A,Poacher
383,Victor Haaland,ST,Manchester United,Mexico,Premier League,Advanced Forward
