Id,NamaPemain,Posisi,Club,Negara,Liga,PlayerInstruction
31,Manuel Alvarez,CDM,Napoli,Spain,Serie A,Holding
32,Edson Bissouma,CDM,Monaco,Mexico,Ligue 1,Holding
33,Yves Zakaria,CDM,Atletico Madrid,Brazil,La Liga,Centre Half
34,Aurelien Onana,CDM,Frankfurt,Uruguay,Bundesliga,Holding
35,Aurelien Palhinha,CDM,Manchester United,Switzerland,Premier League,Centre Half
36,Manuel Ugarte,CDM,Manchester City,Mali,Premier League,Deep Lying Playmaker
37,Manuel Onana,CDM,Manchester United,Denmark,Premier League,Deep Lying Playmaker
38,Joshua Hernandez,CDM,Newcastle,Morocco,Premier League,Deep Lying Playmaker
39,Rodri Kimmich,CDM,Real Madrid,Ecuador,La Liga,Deep Lying Playmaker
40,Manuel Hernandez,CDM,Manchester United,Morocco,Premier League,Deep Lying Playmaker
41,Joshua Tchouameni,CDM,AS Roma,France,Serie A,Deep Lying Playmaker
42,Aurelien Amrabat,CDM,Frankfurt,Morocco,Bundesliga,Deep Lying Playmaker
43,Manuel Alvarez,CDM,Inter Milan,Ghana,Serie A,Holding
44,Yves Palhinha,CDM,Newcastle,Morocco,Premier League,Deep Lying Playmaker
45,Stefan Amrabat,CDM,Manchester United,Ghana,Premier League,Deep Lying Playmaker
46,Declan Palhinha,CDM,Bayern Munich,England,Bundesliga,Holding
47,Bruno Tavares,CDM,Barcelona,Spain,La Liga,Deep Lying Playmaker
48,Romeo Kamara,CDM,Napoli,Switzerland,Serie A,Deep Lying Playmaker
49,Boubacar Palhinha,CDM,Real Sociedad,Switzerland,La Liga,Deep Lying Playmaker
50,Joshua Bissouma,CDM,Athletic Club,Germany,La Liga,Deep Lying Playmaker
51,Stefan Partey,CDM,Brest,Serbia,Ligue 1,Centre Half
52,Romeo Amrabat,CDM,Arsenal,Ghana,Premier League,Centre Half
53,Boubacar Hojbjerg,CDM,Nice,Mali,Ligue 1,Deep Lying Playmaker
54,Bruno Kamara,CDM,AC Milan,Brazil,Serie A,Centre Half
55,Denis Rice,CDM,Stuttgart,England,Bundesliga,Deep Lying Playmaker
56,Moises Amrabat,CDM,Marseille,Mali,Ligue 1,Deep Lying Playmaker
57,Edson Bajcetic,CDM,RB Leipzig,Portugal,Bundesliga,Holding
58,Denis Amrabat,CDM,Real Madrid,Ecuador,La Liga,Centre Half
59,Thomas Palhinha,CDM,Stuttgart,Mali,Bundesliga,Deep Lying Playmaker
60,Thomas Casemiro,CDM,Chelsea,Mali,Premier League,Centre Half
61,Aurelien Tchouameni,CDM,Newcastle,Portugal,Premier League,Centre Half
62,Boubacar Zakaria,CDM,Lazio,Mali,Serie A,Deep Lying Playmaker
63,Boubacar Bissouma,CDM,Juventus,Mali,Serie A,Centre Half
64,Casemiro Bajcetic,CDM,Napoli,Denmark,Serie A,Centre Half
65,Manuel Amrabat,CDM,Stuttgart,Spain,Bundesliga,Deep Lying Playmaker
66,Joao Palhinha,CDM,Newcastle,Denmark,Premier League,Deep Lying Playmaker
67,Sofyan Caicedo,CDM,Bayer Leverkusen,Mexico,Bundesliga,Holding
68,Joshua Amrabat,CDM,Manchester United,Spain,Premier League,Centre Half
69,Bruno Hojbjerg,CDM,RB Leipzig,Mali,Bundesliga,Deep Lying Playmaker
70,Edson Amrabat,CDM,Manchester United,France,Premier League,Centre Half
71,Manuel Kimmich,CDM,Newcastle,Uruguay,Premier League,Centre Half
72,Amadou Ugarte,CDM,Tottenham,England,Premier League,Deep Lying Playmaker
73,Joshua Casemiro,CDM,PSG,Denmark,Ligue 1,Holding
74,Fabinho Lavia,CDM,Frankfurt,Brazil,Bundesliga,Deep Lying Playmaker
75,Thomas Palhinha,CDM,Brest,Mali,Ligue 1,Centre Half
76,Fabinho Bajcetic,CDM,Chelsea,Serbia,Premier League,Centre Half
77,Romeo Alvarez,CDM,Newcastle,Switzerland,Premier League,Deep Lying Playmaker
78,Boubacar Casemiro,CDM,Lille,Portugal,Ligue 1,Centre Half
79,Denis Bajcetic,CDM,Newcastle,Uruguay,Premier League,Deep Lying Playmaker
80,Manuel Zakaria,CDM,Valencia,Spain,La Liga,Deep Lying Playmaker
81,Yves Hernandez,CDM,Manchester United,Brazil,Premier League,Deep Lying Playmaker
82,Boubacar Ugarte,CDM,Chelsea,Morocco,Premier League,Holding
83,Stefan Onana,CDM,Barcelona,Belgium,La Liga,Deep Lying Playmaker
84,Joshua Alvarez,CDM,Lazio,England,Serie A,Centre Half
85,Aurelien Alvarez,CDM,Real Sociedad,Brazil,La Liga,Deep Lying Playmaker
86,Rodri Onana,CDM,Nice,Serbia,Ligue 1,Deep Lying Playmaker
87,Pierre-Emile Partey,CDM,Girona,Serbia,La Liga,Deep Lying Playmaker
88,Denis Tavares,CDM,Nice,Uruguay,Ligue 1,Centre Half
89,Pierre-Emile Amrabat,CDM,Aston Villa,Denmark,Premier League,Holding
90,Joshua Kamara,CDM,Inter Milan,Spain,Serie A,Deep Lying Playmaker
91,Rodri Lavia,CDM,Real Madrid,Portugal,La Liga,Holding
92,Pierre-Emile Rice,CDM,Marseille,England,Ligue 1,Deep Lying Playmaker
93,Edson Partey,CDM,Lille,Serbia,Ligue 1,Deep Lying Playmaker
94,Fabinho Ugarte,CDM,Tottenham,Mexico,Premier League,Deep Lying Playmaker
95,Sofyan Guimaraes,CDM,Bayern Munich,Morocco,Bundesliga,Centre Half
96,Manuel Bajcetic,CDM,PSG,Denmark,Ligue 1,Centre Half
97,Stefan Guimaraes,CDM,Arsenal,Mexico,Premier League,Deep Lying Playmaker
98,Aurelien Tavares,CDM,Napoli,Morocco,Serie A,Holding
99,Fabinho Tchouameni,CDM,Nice,France,Ligue 1,Deep Lying Playmaker
100,Denis Tchouameni,CDM,Marseille,Serbia,Ligue 1,Centre Half
101,Bruno Hernandez,CDM,Aston Villa,Brazil,Premier League,Holding
102,Denis Tavares,CDM,Brest,Morocco,Ligue 1,Deep Lying Playmaker
103,Declan Caicedo,CDM,Girona,Serbia,La Liga,Centre Half
104,Fabinho Kimmich,CDM,Manchester United,Ecuador,Premier League,Centre Half
105,Boubacar Lavia,CDM,Atalanta,Spain,Serie A,Centre Half
106,Amadou Kamara,CDM,Atalanta,France,Serie A,Holding
107,Denis Bissouma,CDM,Dortmund,France,Bundesliga,Holding
108,Manuel Bajcetic,CDM,Bayern Munich,Brazil,Bundesliga,Deep Lying Playmaker
109,Rodri Bissouma,CDM,Real Sociedad,Denmark,La Liga,Holding
110,Manuel Kimmich,CDM,RB Leipzig,Ecuador,Bundesliga,Deep Lying Playmaker
111,Bruno Kamara,CDM,Real Betis,Ecuador,La Liga,Deep Lying Playmaker
112,Bruno Caicedo,CDM,West Ham,Switzerland,Premier League,Holding
113,Rodri Tchouameni,CDM,Lyon,Mali,Ligue 1,Deep Lying Playmaker
114,Joshua Zakaria,CDM,Lyon,Spain,Ligue 1,Deep Lying Playmaker
115,Amadou Kimmich,CDM,Dortmund,France,Bundesliga,Centre Half
116,Sofyan Palhinha,CDM,Girona,England,La Liga,Deep Lying Playmaker
117,Denis Palhinha,CDM,Atalanta,Ecuador,Serie A,Holding
118,Moises Bajcetic,CDM,Arsenal,Morocco,Premier League,Deep Lying Playmaker
119,Pierre-Emile Hernandez,CDM,Real Madrid,Ghana,La Liga,Deep Lying Playmaker
120,Casemiro Rice,CDM,AC Milan,Spain,Serie A,Deep Lying Playmaker
121,Thomas Hojbjerg,CDM,Stuttgart,England,Bundesliga,Holding
122,Yves Kimmich,CDM,Lazio,Ecuador,Serie A,Holding
123,Amadou Ugarte,CDM,RB Leipzig,Switzerland,Bundesliga,Centre Half
124,Bruno Bajcetic,CDM,Lyon,Brazil,Ligue 1,Holding
125,Pierre-Emile Onana,CDM,Marseille,Ghana,Ligue 1,Holding
126,Romeo Bissouma,CDM,Atalanta,Brazil,Serie A,Holding
127,Sofyan Tchouameni,CDM,Lyon,Mexico,Ligue 1,Centre Half
128,Boubacar Palhinha,CDM,Atletico Madrid,Switzerland,La Liga,Holding
129,Thomas Partey,CDM,Bayern Munich,Brazil,Bundesliga,Holding
130,Edson Tavares,CDM,Girona,Mali,La Liga,Deep Lying Playmaker
131,Fabinho Zakaria,CDM,Brest,Mali,Ligue 1,Deep Lying Playmaker
132,Denis Onana,CDM,Newcastle,Ghana,Premier League,Holding
133,Aurelien Caicedo,CDM,Bayern Munich,France,Bundesliga,Deep Lying Playmaker
134,Sofyan Alvarez,CDM,Lyon,France,Ligue 1,Centre Half
135,Rodri Caicedo,CDM,Napoli,Serbia,Serie A,Centre Half
136,Bruno Rice,CDM,Chelsea,Brazil,Premier League,Holding
137,Edson Hojbjerg,CDM,RB Leipzig,Morocco,Bundesliga,Deep Lying Playmaker
138,Aurelien Palhinha,CDM,PSG,Portugal,Ligue 1,Deep Lying Playmaker
139,Edson Kimmich,CDM,Manchester City,Ecuador,Premier League,Centre Half
140,Moises Palhinha,CDM,Atalanta,Mexico,Serie A,Holding
141,Casemiro Bissouma,CDM,Frankfurt,Switzerland,Bundesliga,Deep Lying Playmaker
142,Sofyan Hernandez,CDM,Liverpool,England,Premier League,Holding
143,Moises Alvarez,CDM,Real Betis,Germany,La Liga,Holding
144,Edson Tchouameni,CDM,Manchester United,Denmark,Premier League,Deep Lying Playmaker
145,Stefan Tavares,CDM,Nice,Ecuador,Ligue 1,Centre Half
146,Bruno Hojbjerg,CDM,Frankfurt,France,Bundesliga,Centre Half
147,Casemiro Lavia,CDM,Frankfurt,Spain,Bundesliga,Holding
148,Boubacar Onana,CDM,Monaco,Switzerland,Ligue 1,Holding
149,Bruno Palhinha,CDM,Brest,Spain,Ligue 1,Holding
150,Stefan Partey,CDM,PSG,Portugal,Ligue 1,Holding
151,Moises Rice,CDM,Nice,Uruguay,Ligue 1,Holding
152,Manuel Hernandez,CDM,Brest,Uruguay,Ligue 1,Holding
153,Manuel Zakaria,CDM,Frankfurt,Germany,Bundesliga,Deep Lying Playmaker
154,Bruno Alvarez,CDM,AS Roma,Brazil,Serie A,Holding
155,Declan Ugarte,CDM,Real Madrid,Mali,La Liga,Centre Half
156,Stefan Tavares,CDM,Brighton,Brazil,Premier League,Holding
157,Stefan Rice,CDM,Newcastle,Brazil,Premier League,Centre Half
158,Aurelien Casemiro,CDM,Chelsea,Spain,Premier League,Holding
159,Manuel Amrabat,CDM,RB Leipzig,Portugal,Bundesliga,Holding
160,Declan Guimaraes,CDM,Lille,Belgium,Ligue 1,Holding
161,Romeo Bissouma,CDM,Barcelona,Denmark,La Liga,Holding
162,Manuel Hernandez,CDM,AS Roma,Mexico,Serie A,Holding
163,Aurelien Hernandez,CDM,Lille,England,Ligue 1,Deep Lying Playmaker
164,Pierre-Emile Zakaria,CDM,PSG,Mexico,Ligue 1,Holding
165,Bruno Rice,CDM,Athletic Club,Germany,La Liga,Holding
166,Sofyan Guimaraes,CDM,Brighton,England,Premier League,Deep Lying Playmaker
167,Sofyan Amrabat,CDM,Lille,Belgium,Ligue 1,Deep Lying Playmaker
168,Stefan Hojbjerg,CDM,AS Roma,Switzerland,Serie A,Centre Half
169,Boubacar Alvarez,CDM,West Ham,Serbia,Premier League,Centre Half
170,Thomas Hernandez,CDM,AC Milan,Portugal,Serie A,Deep Lying Playmaker
171,Aurelien Zakaria,CDM,Manchester United,Portugal,Premier League,Holding
172,Joao Lavia,CDM,Bayern Munich,Morocco,Bundesliga,Centre Half
173,Thomas Partey,CDM,Atletico Madrid,Denmark,La Liga,Centre Half
174,Casemiro Amrabat,CDM,Real Betis,Mexico,La Liga,Centre Half
175,Yves Bissouma,CDM,Tottenham,England,Premier League,Centre Half
176,Sofyan Tchouameni,CDM,Lazio,Germany,Serie A,Deep Lying Playmaker
177,Yves Tavares,CDM,Arsenal,Uruguay,Premier League,Holding
178,Denis Palhinha,CDM,Monaco,Mali,Ligue 1,Deep Lying Playmaker
179,Amadou Caicedo,CDM,Real Betis,England,La Liga,Holding
180,Aurelien Kamara,CDM,Inter Milan,Belgium,Serie A,Deep Lying Playmaker
181,Sofyan Amrabat,CDM,AC Milan,Denmark,Serie A,Centre Half
182,Amadou Hernandez,CDM,Stuttgart,Ecuador,Bundesliga,Holding
183,Fabinho Tavares,CDM,Newcastle,Ecuador,Premier League,Deep Lying Playmaker
184,Thomas Palhinha,CDM,Atletico Madrid,Belgium,La Liga,Holding
185,Sofyan Bajcetic,CDM,Bologna,Ghana,Serie A,Deep Lying Playmaker
186,Joao Caicedo,CDM,Brighton,France,Premier League,Holding
187,Amadou Caicedo,CDM,Tottenham,Uruguay,Premier League,Centre Half
188,Rodri Bajcetic,CDM,Lazio,Spain,Serie A,Deep Lying Playmaker
189,Romeo Rice,CDM,Athletic Club,Germany,La Liga,Deep Lying Playmaker
190,Bruno Kamara,CDM,Bologna,Morocco,Serie A,Deep Lying Playmaker
191,Edson Lavia,CDM,Dortmund,Morocco,Bundesliga,Deep Lying Playmaker
192,Bruno Hernandez,CDM,Bologna,Denmark,Serie A,Deep Lying Playmaker
193,Denis Kimmich,CDM,West Ham,Mali,Premier League,Holding
194,Rodri Rice,CDM,AC Milan,Ghana,Serie A,Deep Lying Playmaker
195,Edson Lavia,CDM,Real Sociedad,Mexico,La Liga,Centre Half
196,Romeo Caicedo,CDM,Brest,Morocco,Ligue 1,Deep Lying Playmaker
197,Rodri Palhinha,CDM,Stuttgart,Mali,Bundesliga,Holding
198,Declan Guimaraes,CDM,West Ham,Portugal,Premier League,Deep Lying Playmaker
199,Edson Rice,CDM,Napoli,Ecuador,Serie A,Holding
200,Joao Partey,CDM,Chelsea,Uruguay,Premier League,Holding
201,Rodri Casemiro,CDM,Real Madrid,Portugal,La Liga,Holding
202,Manuel Lavia,CDM,Inter Milan,England,Serie A,Centre Half
203,Amadou Amrabat,CDM,Brighton,Mali,Premier League,Centre Half
204,Manuel Bajcetic,CDM,Valencia,Germany,La Liga,Centre Half
205,Romeo Rice,CDM,Stuttgart,France,Bundesliga,Holding
206,Joshua Kamara,CDM,Lille,Mali,Ligue 1,Centre Half
207,Moises Zakaria,CDM,Athletic Club,Morocco,La Liga,Centre Half
208,Edson Hernandez,CDM,Lille,Denmark,Ligue 1,Centre Half
209,Manuel Caicedo,CDM,West Ham,Mali,Premier League,Deep Lying Playmaker
210,Amadou Partey,CDM,Atletico Madrid,Uruguay,La Liga,Deep Lying Playmaker
211,Aurelien Guimaraes,CDM,Atletico Madrid,Uruguay,La Liga,Holding
212,Thomas Kimmich,CDM,Girona,Uruguay,La Liga,Deep Lying Playmaker
213,Declan Zakaria,CDM,Nice,Mexico,Ligue 1,Holding
214,Casemiro Kamara,CDM,PSG,Belgium,Ligue 1,Deep Lying Playmaker
215,Bruno Partey,CDM,West Ham,Uruguay,Premier League,Holding
216,Aurelien Onana,CDM,Marseille,Germany,Ligue 1,Holding
217,Moises Bissouma,CDM,Frankfurt,Denmark,Bundesliga,Centre Half
218,Yves Zakaria,CDM,Liverpool,Ghana,Premier League,Holding
219,Aurelien Palhinha,CDM,RB Leipzig,Mali,Bundesliga,Deep Lying Playmaker
220,Sofyan Caicedo,CDM,Stuttgart,Denmark,Bundesliga,Deep Lying Playmaker
221,Denis Caicedo,CDM,Dortmund,Ecuador,Bundesliga,Holding
222,Boubacar Bajcetic,CDM,Athletic Club,Mali,La Liga,Centre Half
223,Thomas Partey,CDM,Valencia,Ecuador,La Liga,Holding
224,Yves Zakaria,CDM,Monaco,Mexico,Ligue 1,Centre Half
225,Thomas Palhinha,CDM,Atletico Madrid,Denmark,La Liga,Deep Lying Playmaker
226,Declan Bissouma,CDM,Atletico Madrid,Denmark,La Liga,Holding
227,Joshua Palhinha,CDM,Juventus,Uruguay,Serie A,Holding
228,Fabinho Rice,CDM,Athletic Club,Ecuador,La Liga,Holding
229,Joao Bissouma,CDM,AC Milan,Uruguay,Serie A,Centre Half
230,Edson Partey,CDM,West Ham,Ghana,Premier League,Holding
231,Bruno Zakaria,CDM,Manchester City,Belgium,Premier League,Centre Half
232,Declan Amrabat,CDM,Lille,Mexico,Ligue 1,Deep Lying Playmaker
233,Romeo Rice,CDM,Brest,Ecuador,Ligue 1,Deep Lying Playmaker
234,Boubacar Ugarte,CDM,Barcelona,Uruguay,La Liga,Holding
235,Amadou Tchouameni,CDM,Real Betis,Belgium,La Liga,Centre Half
236,Stefan Kamara,CDM,Manchester City,England,Premier League,Deep Lying Playmaker
237,Fabinho Rice,CDM,Bayer Leverkusen,Denmark,Bundesliga,Holding
238,Rodri Kamara,CDM,Athletic Club,Switzerland,La Liga,Centre Half
239,Thomas Onana,CDM,AS Roma,Germany,Serie A,Holding
240,Moises Guimaraes,CDM,Bologna,Uruguay,Serie A,Centre Half
241,Boubacar Ugarte,CDM,Valencia,Mali,La Liga,Deep Lying Playmaker
242,Amadou Ugarte,CDM,Inter Milan,Uruguay,Serie A,Centre Half
243,Boubacar Ugarte,CDM,Lille,Serbia,Ligue 1,Holding
244,Thomas Casemiro,CDM,Nice,Portugal,Ligue 1,Deep Lying Playmaker
245,Aurelien Kimmich,CDM,Frankfurt,Mexico,Bundesliga,Deep Lying Playmaker
246,Boubacar Tavares,CDM,Frankfurt,Switzerland,Bundesliga,Deep Lying Playmaker
247,Manuel Casemiro,CDM,AS Roma,Ecuador,Serie A,Centre Half
248,Thomas Onana,CDM,Atalanta,Portugal,Serie A,Deep Lying Playmaker
249,Joshua Alvarez,CDM,Real Betis,Ecuador,La Liga,Holding
250,Aurelien Kimmich,CDM,Lille,Denmark,Ligue 1,Holding
251,Declan Kimmich,CDM,Stuttgart,Spain,Bundesliga,Holding
252,Edson Zakaria,CDM,Valencia,Morocco,La Liga,Centre Half
253,Casemiro Amrabat,CDM,Real Madrid,Mexico,La Liga,Centre Half
254,Pierre-Emile Alvarez,CDM,Bayer Leverkusen,Uruguay,Bundesliga,Deep Lying Playmaker
255,Casemiro Palhinha,CDM,Real Madrid,Ecuador,La Liga,Centre Half
256,Bruno Kimmich,CDM,Lazio,Morocco,Serie A,Deep Lying Playmaker
257,Pierre-Emile Partey,CDM,RB Leipzig,Denmark,Bundesliga,Deep Lying Playmaker
258,Pierre-Emile Rice,CDM,Dortmund,Ghana,Bundesliga,Deep Lying Playmaker
259,Amadou Hernandez,CDM,Real Sociedad,Belgium,La Liga,Holding
260,Thomas Zakaria,CDM,Lille,Mexico,Ligue 1,Centre Half
261,Rodri Casemiro,CDM,Chelsea,France,Premier League,Centre Half
262,Thomas Zakaria,CDM,Frankfurt,Mali,Bundesliga,Deep Lying Playmaker
263,Amadou Bajcetic,CDM,Lyon,Germany,Ligue 1,Holding
264,Rodri Lavia,CDM,Real Madrid,Switzerland,La Liga,Centre Half
265,Joshua Onana,CDM,Girona,Switzerland,La Liga,Deep Lying Playmaker
266,Fabinho Kamara,CDM,Marseille,Mexico,Ligue 1,Holding
267,Casemiro Tchouameni,CDM,Brest,Serbia,Ligue 1,Holding
268,Edson Partey,CDM,Dortmund,England,Bundesliga,Centre Half
269,Joao Tavares,CDM,Chelsea,Brazil,Premier League,Centre Half
270,Pierre-Emile Kamara,CDM,Dortmund,Germany,Bundesliga,Deep Lying Playmaker
271,Joao Ugarte,CDM,Arsenal,Uruguay,Premier League,Centre Half
272,Rodri Partey,CDM,Lyon,France,Ligue 1,Centre Half
273,Sofyan Partey,CDM,Brighton,Morocco,Premier League,Deep Lying Playmaker
274,Pierre-Emile Alvarez,CDM,Marseille,Portugal,Ligue 1,Centre Half
275,Rodri Caicedo,CDM,RB Leipzig,Spain,Bundesliga,Deep Lying Playmaker
276,Boubacar Onana,CDM,Bologna,Germany,Serie A,Centre Half
277,Joshua Ugarte,CDM,Athletic Club,Mali,La Liga,Holding
278,Bruno Caicedo,CDM,AS Roma,Morocco,Serie A,Holding
279,Moises Guimaraes,CDM,Lazio,Portugal,Serie A,Deep Lying Playmaker
280,Casemiro Partey,CDM,Monaco,Mexico,Ligue 1,Deep Lying Playmaker
281,Aurelien Hernandez,CDM,Frankfurt,Denmark,Bundesliga,Deep Lying Playmaker
282,Amadou Lavia,CDM,Juventus,Denmark,Serie A,Holding
283,Aurelien Amrabat,CDM,Nice,Spain,Ligue 1,Centre Half
284,Romeo Alvarez,CDM,Brest,England,Ligue 1,Deep Lying Playmaker
285,Joshua Lavia,CDM,Athletic Club,France,La Liga,Deep Lying Playmaker
286,Yves Tavares,CDM,Lazio,Serbia,Serie A,Centre Half
287,Sofyan Rice,CDM,Monaco,Spain,Ligue 1,Holding
288,Declan Kimmich,CDM,Bayern Munich,France,Bundesliga,Centre Half
289,Aurelien Bissouma,CDM,Real Sociedad,Morocco,La Liga,Centre Half
290,Thomas Casemiro,CDM,PSG,Spain,Ligue 1,Deep Lying Playmaker
291,Manuel Ugarte,CDM,Athletic Club,France,La Liga,Holding
292,Joshua Guimaraes,CDM,Brest,Mali,Ligue 1,Deep Lying Playmaker
293,Casemiro Zakaria,CDM,Atalanta,France,Serie A,Centre Half
294,Thomas Tchouameni,CDM,Brest,Germany,Ligue 1,Holding
295,Bruno Partey,CDM,Stuttgart,Portugal,Bundesliga,Centre Half
296,Casemiro Hernandez,CDM,Barcelona,Mexico,La Liga,Holding
297,Bruno Caicedo,CDM,Brighton,Ecuador,Premier League,Centre Half
298,Joshua Onana,CDM,Lyon,England,Ligue 1,Deep Lying Playmaker
299,Aurelien Hernandez,CDM,Lyon,Spain,Ligue 1,Deep Lying Playmaker
300,Joshua Ugarte,CDM,Barcelona,Mali,La Liga,Centre Half
301,Yves Hojbjerg,CDM,Lazio,Serbia,Serie A,Deep Lying Playmaker
302,Boubacar Amrabat,CDM,Marseille,Switzerland,Ligue 1,Deep Lying Playmaker
303,Romeo Amrabat,CDM,Lyon,Mali,Ligue 1,Deep Lying Playmaker
304,Sofyan Partey,CDM,Barcelona,Germany,La Liga,Deep Lying Playmaker
305,Denis Kimmich,CDM,Marseille,Ecuador,Ligue 1,Holding
306,Denis Partey,CDM,Barcelona,Mali,La Liga,Centre Half
307,Moises Rice,CDM,Arsenal,Ecuador,Premier League,Centre Half
308,Yves Tchouameni,CDM,Manchester United,Spain,Premier League,Deep Lying Playmaker
309,Declan Tavares,CDM,Bologna,Denmark,Serie A,Deep Lying Playmaker
310,Yves Ugarte,CDM,Stuttgart,Portugal,Bundesliga,Deep Lying Playmaker
311,Boubacar Palhinha,CDM,PSG,Mexico,Ligue 1,Centre Half
312,Boubacar Zakaria,CDM,Bayern Munich,Morocco,Bundesliga,Holding
313,Casemiro Caicedo,CDM,Chelsea,Mali,Premier League,Holding
314,Denis Amrabat,CDM,Atletico Madrid,Germany,La Liga,Holding
315,Yves Kamara,CDM,Frankfurt,Mali,Bundesliga,Centre Half
316,Romeo Kamara,CDM,Lazio,Germany,Serie A,Centre Half
317,Rodri Guimaraes,CDM,Atletico Madrid,England,La Liga,Holding
318,Boubacar Palhinha,CDM,PSG,Morocco,Ligue 1,Centre Half
319,Joshua Lavia,CDM,Atletico Madrid,Spain,La Liga,Deep Lying Playmaker
320,Casemiro Casemiro,CDM,Manchester City,Portugal,Premier League,Deep Lying Playmaker
321,Sofyan Onana,CDM,Nice,Spain,Ligue 1,Deep Lying Playmaker
322,Pierre-Emile Amrabat,CDM,Bologna,Uruguay,Serie A,Deep Lying Playmaker
323,Boubacar Hernandez,CDM,Dortmund,Portugal,Bundesliga,Centre Half
324,Yves Zakaria,CDM,Valencia,Brazil,La Liga,Centre Half
325,Casemiro Partey,CDM,Atalanta,England,Serie A,Deep Lying Playmaker
326,Thomas Partey,CDM,Manchester United,Morocco,Premier League,Deep Lying Playmaker
327,Casemiro Guimaraes,CDM,Tottenham,Brazil,Premier League,Deep Lying Playmaker
328,Pierre-Emile Rice,CDM,Atalanta,Denmark,Serie A,Centre Half
329,Declan Casemiro,CDM,Liverpool,Denmark,Premier League,Deep Lying Playmaker
330,Rodri Caicedo,CDM,Dortmund,Belgium,Bundesliga,Deep Lying Playmaker
331,Declan Casemiro,CDM,Real Madrid,Brazil,La Liga,Holding
332,Amadou Lavia,CDM,Real Madrid,Morocco,La Liga,Centre Half
333,Romeo Guimaraes,CDM,Napoli,Germany,Serie A,Deep Lying Playmaker
334,Thomas Zakaria,CDM,Dortmund,Switzerland,Bundesliga,Holding
335,Manuel Alvarez,CDM,Lille,Mexico,Ligue 1,Deep Lying Playmaker
336,Aurelien Partey,CDM,Bayern Munich,Brazil,Bundesliga,Deep Lying Playmaker
337,Boubacar Rice,CDM,Lyon,Serbia,Ligue 1,Holding
338,Fabinho Partey,CDM,Bayern Munich,Mali,Bundesliga,Centre Half
339,Fabinho Tavares,CDM,Monaco,Spain,Ligue 1,Centre Half
340,Sofyan Hernandez,CDM,Marseille,Uruguay,Ligue 1,Deep Lying Playmaker
341,Edson Partey,CDM,Girona,Mali,La Liga,Deep Lying Playmaker
342,Joao Hernandez,CDM,Aston Villa,Ghana,Premier League,Holding
343,Casemiro Partey,CDM,Real Sociedad,France,La Liga,Centre Half
344,Romeo Rice,CDM,Tottenham,Denmark,Premier League,Holding
345,Sofyan Hojbjerg,CDM,PSG,France,Ligue 1,Deep Lying Playmaker
346,Casemiro Tchouameni,CDM,Real Betis,Germany,La Liga,Deep Lying Playmaker
347,Stefan Guimaraes,CDM,RB Leipzig,Switzerland,Bundesliga,Holding
348,Sofyan Casemiro,CDM,RB Leipzig,England,Bundesliga,Holding
