Id,NamaPemain,Posisi,Club,Negara,Liga,PlayerInstruction
99,Ibrahima Bastoni,CB,West Ham,Brazil,Premier League,Stopper
100,Bremer Bastoni,CB,Dortmund,Germany,Bundesliga,Stopper
101,Cristian Gvardiol,CB,Atalanta,Germany,Serie A,Stopper
102,Cristian Gvardiol,CB,Monaco,Belgium,Ligue 1,Stopper
103,Pau Van Dijk,CB,Manchester City,France,Premier League,Ball Playing Defender
104,William Araujo,CB,Atletico Madrid,Brazil,La Liga,Stopper
105,Ronald Van Dijk,CB,Stuttgart,Belgium,Bundesliga,Stopper
106,Sergio Akanji,CB,Inter Milan,England,Serie A,Ball Playing Defender
107,Sergio Torres,CB,Napoli,Belgium,Serie A,Stopper
108,Alessandro Botman,CB,Nice,Belgium,Ligue 1,Ball Playing Defender
109,Bremer Martinez,CB,Brighton,England,Premier League,Ball Playing Defender
110,Bremer Botman,CB,Newcastle,Spain,Premier League,Stopper
111,Josko Saliba,CB,Real Sociedad,France,La Liga,Ball Playing Defender
112,Alessandro Hummels,CB,Real Madrid,South Korea,La Liga,Ball Playing Defender
113,Manuel Van Dijk,CB,Juventus,Italy,Serie A,Stopper
114,Mats Araujo,CB,Napoli,Germany,Serie A,Ball Playing Defender
115,Alessandro Saliba,CB,Bayern Munich,South Korea,Bundesliga,Ball Playing Defender
116,Milan Hummels,CB,Napoli,England,Serie A,Ball Playing Defender
117,Lisandro Silva,CB,Lyon,Argentina,Ligue 1,Stopper
118,Bremer Konate,CB,Bayern Munich,Spain,Bundesliga,Ball Playing Defender
119,Sergio Rudiger,CB,Bayern Munich,South Korea,Bundesliga,Ball Playing Defender
120,Harry Bremer,CB,Nice,Germany,Ligue 1,Stopper
121,Mats Akanji,CB,Manchester City,Spain,Premier League,Ball Playing Defender
122,Bremer Akanji,CB,Juventus,Portugal,Serie A,Ball Playing Defender
123,Cristian Konate,CB,Barcelona,Uruguay,La Liga,Ball Playing Defender
124,Kim Militao,CB,RB Leipzig,Netherlands,Bundesliga,Stopper
125,Harry Araujo,CB,Juventus,Italy,Serie A,Stopper
126,Gabriel Militao,CB,Real Betis,England,La Liga,Stopper
127,Eder Maguire,CB,Dortmund,Belgium,Bundesliga,Ball Playing Defender
128,Mats Kounde,CB,West Ham,Senegal,Premier League,Stopper
129,Virgil Upamecano,CB,Athletic Club,Portugal,La Liga,Stopper
130,Gabriel Skriniar,CB,Real Madrid,Argentina,La Liga,Stopper
131,Ibrahima Militao,CB,AC Milan,Senegal,Serie A,Ball Playing Defender
132,Milan Ramos,CB,Atalanta,Belgium,Serie A,Ball Playing Defender
133,Bremer Botman,CB,Aston Villa,Netherlands,Premier League,Ball Playing Defender
134,Kim Magalhaes,CB,Stuttgart,England,Bundesliga,Ball Playing Defender
135,Eder Bremer,CB,Real Madrid,Switzerland,La Liga,Ball Playing Defender
136,Milan Bremer,CB,Monaco,Switzerland,Ligue 1,Stopper
137,Matthijs Akanji,CB,PSG,Italy,Ligue 1,Stopper
138,Mats Romero,CB,Lille,England,Ligue 1,Ball Playing Defender
139,Kim Ramos,CB,Stuttgart,Belgium,Bundesliga,Ball Playing Defender
140,Kim Araujo,CB,Lille,Spain,Ligue 1,Stopper
141,Marquinhos De Ligt,CB,Bayern Munich,Italy,Bundesliga,Stopper
142,Matthijs Rudiger,CB,Bayer Leverkusen,Portugal,Bundesliga,Ball Playing Defender
143,Kim Magalhaes,CB,Stuttgart,Portugal,Bundesliga,Ball Playing Defender
144,Ruben Min-jae,CB,Dortmund,Germany,Bundesliga,Stopper
145,Mats Upamecano,CB,Lille,Brazil,Ligue 1,Stopper
146,Sergio De Ligt,CB,Juventus,Portugal,Serie A,Stopper
147,Alessandro Torres,CB,Dortmund,Netherlands,Bundesliga,Stopper
148,Ronald Hummels,CB,Chelsea,Argentina,Premier League,Ball Playing Defender
149,Manuel Militao,CB,RB Leipzig,Spain,Bundesliga,Ball Playing Defender
150,Dayot De Ligt,CB,RB Leipzig,Switzerland,Bundesliga,Ball Playing Defender
151,Jules Bastoni,CB,Lille,Portugal,Ligue 1,Ball Playing Defender
152,Sven Kounde,CB,RB Leipzig,France,Bundesliga,Stopper
153,Alessandro Upamecano,CB,Lille,Netherlands,Ligue 1,Ball Playing Defender
154,Virgil Bastoni,CB,Real Madrid,Germany,La Liga,Stopper
155,William Hummels,CB,AC Milan,Uruguay,Serie A,Stopper
156,Dayot Konate,CB,RB Leipzig,Portugal,Bundesliga,Ball Playing Defender
157,Jules Bastoni,CB,Monaco,France,Ligue 1,Ball Playing Defender
158,Matthijs Konate,CB,RB Leipzig,England,Bundesliga,Ball Playing Defender
159,Alessandro De Ligt,CB,Chelsea,Netherlands,Premier League,Ball Playing Defender
160,Alessandro Magalhaes,CB,Barcelona,Portugal,La Liga,Stopper
161,Matthijs Konate,CB,Valencia,England,La Liga,Ball Playing Defender
162,Gabriel Gvardiol,CB,PSG,England,Ligue 1,Stopper
163,William Rudiger,CB,Marseille,Uruguay,Ligue 1,Stopper
164,Kim Ramos,CB,Nice,Italy,Ligue 1,Stopper
165,Ronald Konate,CB,Chelsea,Uruguay,Premier League,Ball Playing Defender
166,Alessandro De Ligt,CB,AS Roma,Argentina,Serie A,Stopper
167,Virgil Silva,CB,Lille,Brazil,Ligue 1,Stopper
168,Sven Romero,CB,Barcelona,Belgium,La Liga,Ball Playing Defender
169,William Konate,CB,PSG,Portugal,Ligue 1,Stopper
170,Virgil Dias,CB,RB Leipzig,Italy,Bundesliga,Ball Playing Defender
171,Dayot Min-jae,CB,RB Leipzig,France,Bundesliga,Stopper
172,Cristian Akanji,CB,PSG,Uruguay,Ligue 1,Ball Playing Defender
173,Alessandro Van Dijk,CB,Barcelona,England,La Liga,Ball Playing Defender
174,Jules Torres,CB,AS Roma,Spain,Serie A,Stopper
175,Matthijs Van Dijk,CB,Brest,Senegal,Ligue 1,Stopper
176,Virgil Upamecano,CB,Lazio,England,Serie A,Ball Playing Defender
177,Ronald Maguire,CB,Girona,South Korea,La Liga,Stopper
178,Pau Van Dijk,CB,Brighton,Argentina,Premier League,Ball Playing Defender
179,Eder Magalhaes,CB,Marseille,Uruguay,Ligue 1,Ball Playing Defender
180,Dayot Maguire,CB,Manchester City,Switzerland,Premier League,Stopper
181,Virgil Rudiger,CB,Barcelona,Italy,La Liga,Stopper
182,Alessandro Silva,CB,AS Roma,France,Serie A,Ball Playing Defender
183,Ronald Ramos,CB,Athletic Club,Portugal,La Liga,Stopper
184,Dayot Dias,CB,Tottenham,Senegal,Premier League,Stopper
185,Sven Maguire,CB,Marseille,France,Ligue 1,Ball Playing Defender
186,Ibrahima Gvardiol,CB,Dortmund,Uruguay,Bundesliga,Stopper
187,Jules Konate,CB,West Ham,Belgium,Premier League,Stopper
188,Milan Torres,CB,Nice,South Korea,Ligue 1,Ball Playing Defender
189,Ronald Romero,CB,AS Roma,France,Serie A,Stopper
190,Sergio Ramos,CB,Monaco,Croatia,Ligue 1,Stopper
191,Antonio Bremer,CB,Atalanta,Croatia,Serie A,Stopper
192,Gabriel Militao,CB,Stuttgart,Portugal,Bundesliga,Ball Playing Defender
193,Gabriel Bastoni,CB,Stuttgart,Croatia,Bundesliga,Ball Playing Defender
194,Mats Silva,CB,Bayer Leverkusen,Portugal,Bundesliga,Ball Playing Defender
195,Sergio Araujo,CB,Barcelona,South Korea,La Liga,Ball Playing Defender
196,Cristian Min-jae,CB,Tottenham,Spain,Premier League,Ball Playing Defender
197,Ruben Martinez,CB,Monaco,South Korea,Ligue 1,Ball Playing Defender
198,William Rudiger,CB,Arsenal,Italy,Premier League,Stopper
199,Marquinhos Van Dijk,CB,Athletic Club,England,La Liga,Ball Playing Defender
200,Josko Militao,CB,Lille,Spain,Ligue 1,Stopper
201,Manuel De Ligt,CB,Atletico Madrid,England,La Liga,Stopper
202,Lisandro Kounde,CB,Marseille,England,Ligue 1,Ball Playing Defender
203,Cristian Konate,CB,Lazio,Brazil,Serie A,Stopper
204,Eder Silva,CB,Juventus,Spain,Serie A,Ball Playing Defender
205,Gabriel Upamecano,CB,West Ham,Senegal,Premier League,Ball Playing Defender
206,Ruben Dias,CB,Nice,Netherlands,Ligue 1,Ball Playing Defender
207,Pau Martinez,CB,Bayern Munich,Portugal,Bundesliga,Stopper
208,Alessandro Upamecano,CB,AC Milan,England,Serie A,Stopper
209,Jules Rudiger,CB,Atletico Madrid,Uruguay,La Liga,Stopper
210,Dayot Botman,CB,Manchester City,Portugal,Premier League,Ball Playing Defender
211,Jules Bastoni,CB,Lille,Portugal,Ligue 1,Ball Playing Defender
212,Pau Van Dijk,CB,Athletic Club,South Korea,La Liga,Ball Playing Defender
213,Milan Magalhaes,CB,Lazio,France,Serie A,Ball Playing Defender
214,Sven Kounde,CB,Athletic Club,Argentina,La Liga,Stopper
215,Ronald Magalhaes,CB,Bayer Leverkusen,Portugal,Bundesliga,Stopper
216,Milan Saliba,CB,Athletic Club,Netherlands,La Liga,Ball Playing Defender
217,Milan Kounde,CB,Real Sociedad,Portugal,La Liga,Stopper
218,Gabriel Martinez,CB,Aston Villa,Senegal,Premier League,Stopper
219,Lisandro Araujo,CB,AS Roma,Portugal,Serie A,Stopper
220,Alessandro Kounde,CB,Bayer Leverkusen,Switzerland,Bundesliga,Ball Playing Defender
221,Manuel Militao,CB,Nice,France,Ligue 1,Ball Playing Defender
222,Pau Martinez,CB,Napoli,Brazil,Serie A,Stopper
223,Bremer Torres,CB,AS Roma,Portugal,Serie A,Ball Playing Defender
224,Virgil Araujo,CB,Napoli,Argentina,Serie A,Ball Playing Defender
225,Josko Saliba,CB,Lyon,South Korea,Ligue 1,Ball Playing Defender
226,Jules Min-jae,CB,Girona,Senegal,La Liga,Ball Playing Defender
227,Ibrahima Kounde,CB,Newcastle,Portugal,Premier League,Stopper
228,Josko Gvardiol,CB,Liverpool,Switzerland,Premier League,Ball Playing Defender
229,Alessandro Martinez,CB,Brighton,Portugal,Premier League,Ball Playing Defender
230,Cristian Martinez,CB,Aston Villa,Argentina,Premier League,Ball Playing Defender
231,Virgil Martinez,CB,Stuttgart,Germany,Bundesliga,Ball Playing Defender
232,Antonio De Ligt,CB,Stuttgart,Switzerland,Bundesliga,Ball Playing Defender
233,Ruben Upamecano,CB,Girona,Netherlands,La Liga,Stopper
234,Virgil Gvardiol,CB,Bologna,Portugal,Serie A,Stopper
235,Mats Martinez,CB,Frankfurt,Switzerland,Bundesliga,Ball Playing Defender
236,Matthijs Ramos,CB,AC Milan,France,Serie A,Ball Playing Defender
237,Ruben De Ligt,CB,Valencia,Portugal,La Liga,Ball Playing Defender
238,Virgil Min-jae,CB,Napoli,Spain,Serie A,Ball Playing Defender
239,Matthijs Martinez,CB,Chelsea,Argentina,Premier League,Stopper
240,Josko Militao,CB,RB Leipzig,Brazil,Bundesliga,Stopper
241,Dayot Van Dijk,CB,Frankfurt,Portugal,Bundesliga,Stopper
242,Cristian Skriniar,CB,Juventus,France,Serie A,Stopper
243,William Dias,CB,Manchester City,Netherlands,Premier League,Ball Playing Defender
244,Kim Maguire,CB,Inter Milan,Netherlands,Serie A,Stopper
245,Jules Van Dijk,CB,Aston Villa,Croatia,Premier League,Stopper
246,Sergio Romero,CB,Atalanta,Uruguay,Serie A,Stopper
247,Sven Araujo,CB,AC Milan,Senegal,Serie A,Ball Playing Defender
248,Bremer Magalhaes,CB,Brest,Spain,Ligue 1,Stopper
249,Sergio Van Dijk,CB,PSG,Uruguay,Ligue 1,Ball Playing Defender
250,Jules Min-jae,CB,Manchester City,Germany,Premier League,Ball Playing Defender
251,Cristian Botman,CB,Nice,South Korea,Ligue 1,Ball Playing Defender
252,Marquinhos Militao,CB,Real Betis,Switzerland,La Liga,Ball Playing Defender
253,Dayot Bastoni,CB,Monaco,Italy,Ligue 1,Stopper
254,Manuel Skriniar,CB,PSG,Argentina,Ligue 1,Ball Playing Defender
255,Eder Militao,CB,Valencia,France,La Liga,Stopper
256,Virgil Araujo,CB,Barcelona,Croatia,La Liga,Stopper
257,Gabriel Van Dijk,CB,Manchester United,Netherlands,Premier League,Stopper
258,William Torres,CB,Barcelona,Portugal,La Liga,Ball Playing Defender
259,Antonio Gvardiol,CB,Girona,Italy,La Liga,Stopper
260,Dayot Upamecano,CB,Real Madrid,Uruguay,La Liga,Ball Playing Defender
261,Harry Araujo,CB,Girona,Portugal,La Liga,Ball Playing Defender
262,Virgil Araujo,CB,Manchester United,Brazil,Premier League,Ball Playing Defender
263,Jules Bastoni,CB,Atletico Madrid,Germany,La Liga,Ball Playing Defender
264,Alessandro Araujo,CB,Monaco,Croatia,Ligue 1,Ball Playing Defender
265,Marquinhos Martinez,CB,Napoli,Belgium,Serie A,Ball Playing Defender
266,Virgil Bastoni,CB,Bologna,Portugal,Serie A,Stopper
267,Josko Dias,CB,Bayern Munich,England,Bundesliga,Stopper
268,Cristian Militao,CB,Frankfurt,France,Bundesliga,Stopper
269,Mats Skriniar,CB,Arsenal,Brazil,Premier League,Ball Playing Defender
270,Harry Van Dijk,CB,Napoli,Senegal,Serie A,Stopper
271,Jules Ramos,CB,Brighton,Belgium,Premier League,Stopper
272,Ibrahima Skriniar,CB,Chelsea,Senegal,Premier League,Stopper
273,Jules Militao,CB,Chelsea,Belgium,Premier League,Ball Playing Defender
274,Matthijs Saliba,CB,Dortmund,France,Bundesliga,Stopper
275,Marquinhos Botman,CB,Barcelona,Portugal,La Liga,Stopper
276,Bremer Kounde,CB,Atletico Madrid,Italy,La Liga,Stopper
277,Dayot De Ligt,CB,Frankfurt,Spain,Bundesliga,Ball Playing Defender
278,Harry Gvardiol,CB,Stuttgart,England,Bundesliga,Stopper
279,Mats Akanji,CB,Brest,Croatia,Ligue 1,Ball Playing Defender
280,Sergio Ramos,CB,Newcastle,Brazil,Premier League,Ball Playing Defender
281,Mats Skriniar,CB,Bologna,Switzerland,Serie A,Ball Playing Defender
282,Mats De Ligt,CB,Real Madrid,Senegal,La Liga,Stopper
283,Harry Dias,CB,Frankfurt,South Korea,Bundesliga,Stopper
284,Cristian Rudiger,CB,Frankfurt,Belgium,Bundesliga,Ball Playing Defender
285,Antonio Bastoni,CB,Liverpool,Portugal,Premier League,Ball Playing Defender
286,Lisandro Rudiger,CB,Girona,South Korea,La Liga,Ball Playing Defender
287,Alessandro Militao,CB,Marseille,South Korea,Ligue 1,Stopper
288,Mats Silva,CB,Athletic Club,Senegal,La Liga,Ball Playing Defender
289,Ruben Akanji,CB,Inter Milan,England,Serie A,Ball Playing Defender
290,Matthijs Dias,CB,Real Sociedad,Switzerland,La Liga,Ball Playing Defender
291,Eder Van Dijk,CB,Lazio,Belgium,Serie A,Stopper
292,Sergio Ramos,CB,Bologna,Switzerland,Serie A,Ball Playing Defender
293,Marquinhos Van Dijk,CB,AC Milan,England,Serie A,Stopper
294,Harry Romero,CB,Brest,Italy,Ligue 1,Stopper
295,Harry Martinez,CB,AS Roma,Netherlands,Serie A,Ball Playing Defender
296,Ruben Saliba,CB,Lille,Uruguay,Ligue 1,Stopper
297,Mats Gvardiol,CB,Juventus,Senegal,Serie A,Stopper
298,Kim Skriniar,CB,Newcastle,Italy,Premier League,Ball Playing Defender
299,Alessandro Silva,CB,Aston Villa,Netherlands,Premier League,Stopper
300,Eder Saliba,CB,Bayern Munich,Belgium,Bundesliga,Stopper
301,Pau Silva,CB,Lille,Croatia,Ligue 1,Ball Playing Defender
302,Ibrahima Akanji,CB,Monaco,Italy,Ligue 1,Ball Playing Defender
303,Jules Saliba,CB,Bayern Munich,Netherlands,Bundesliga,Ball Playing Defender
304,Ronald Gvardiol,CB,Girona,Uruguay,La Liga,Ball Playing Defender
305,Lisandro Dias,CB,Real Madrid,Argentina,La Liga,Stopper
306,Kim Akanji,CB,AS Roma,Switzerland,Serie A,Ball Playing Defender
307,Eder Araujo,CB,Juventus,Portugal,Serie A,Stopper
308,Alessandro Konate,CB,Juventus,Brazil,Serie A,Stopper
309,Bremer Akanji,CB,Liverpool,Brazil,Premier League,Ball Playing Defender
310,Marquinhos Romero,CB,Barcelona,Germany,La Liga,Stopper
311,Cristian Bremer,CB,Atletico Madrid,Brazil,La Liga,Ball Playing Defender
312,Dayot Konate,CB,PSG,France,Ligue 1,Ball Playing Defender
313,William De Ligt,CB,Dortmund,Netherlands,Bundesliga,Stopper
314,Lisandro Dias,CB,AS Roma,Portugal,Serie A,Ball Playing Defender
315,Josko Magalhaes,CB,Girona,France,La Liga,Ball Playing Defender
316,Sven Skriniar,CB,Bayer Leverkusen,Netherlands,Bundesliga,Stopper
317,Sven Silva,CB,Real Sociedad,Senegal,La Liga,Ball Playing Defender
318,Marquinhos Bremer,CB,Liverpool,Spain,Premier League,Ball Playing Defender
319,Kim Torres,CB,Brighton,Portugal,Premier League,Ball Playing Defender
320,Milan Botman,CB,Brighton,Italy,Premier League,Stopper
321,Antonio Magalhaes,CB,Atletico Madrid,Italy,La Liga,Ball Playing Defender
322,Ruben Upamecano,CB,Monaco,Uruguay,Ligue 1,Ball Playing Defender
323,Jules Araujo,CB,RB Leipzig,Italy,Bundesliga,Ball Playing Defender
324,Sergio Konate,CB,Stuttgart,Netherlands,Bundesliga,Stopper
325,Milan Saliba,CB,Tottenham,Switzerland,Premier League,Ball Playing Defender
326,Mats Hummels,CB,Lille,Italy,Ligue 1,Ball Playing Defender
327,Ruben Bastoni,CB,Lyon,Switzerland,Ligue 1,Ball Playing Defender
328,Eder Hummels,CB,AS Roma,South Korea,Serie A,Stopper
329,Harry Militao,CB,Bayer Leverkusen,Brazil,Bundesliga,Ball Playing Defender
330,Dayot Militao,CB,Real Madrid,Croatia,La Liga,Ball Playing Defender
331,Jules Ramos,CB,Lazio,Portugal,Serie A,Stopper
332,Eder Ramos,CB,AS Roma,Belgium,Serie A,Stopper
333,Antonio Torres,CB,Bayern Munich,Germany,Bundesliga,Stopper
334,Lisandro Martinez,CB,AS Roma,Croatia,Serie A,Ball Playing Defender
335,Josko Militao,CB,Brest,Croatia,Ligue 1,Ball Playing Defender
336,Pau Torres,CB,Lazio,Uruguay,Serie A,Ball Playing Defender
337,Marquinhos Saliba,CB,AS Roma,England,Serie A,Stopper
338,Ibrahima Ramos,CB,Lille,Croatia,Ligue 1,Ball Playing Defender
339,Josko Van Dijk,CB,Barcelona,France,La Liga,Stopper
340,Pau Militao,CB,Monaco,South Korea,Ligue 1,Stopper
341,Ibrahima Konate,CB,Juventus,Uruguay,Serie A,Ball Playing Defender
342,Milan Saliba,CB,RB Leipzig,Belgium,Bundesliga,Ball Playing Defender
343,Dayot Silva,CB,RB Leipzig,Senegal,Bundesliga,Ball Playing Defender
344,Bremer Upamecano,CB,Barcelona,Uruguay,La Liga,Stopper
345,Sergio Botman,CB,Lille,France,Ligue 1,Stopper
346,Antonio Van Dijk,CB,Frankfurt,Argentina,Bundesliga,Ball Playing Defender
347,Mats Hummels,CB,Barcelona,Switzerland,La Liga,Ball Playing Defender
348,Kim Rudiger,CB,Newcastle,Brazil,Premier League,Stopper
349,Virgil Skriniar,CB,Lille,France,Ligue 1,Ball Playing Defender
350,Eder Kounde,CB,AS Roma,France,Serie A,Ball Playing Defender
351,Ruben De Ligt,CB,Valencia,Brazil,La Liga,Ball Playing Defender
352,Matthijs Rudiger,CB,Bayern Munich,Croatia,Bundesliga,Stopper
353,Ibrahima Konate,CB,Monaco,Portugal,Ligue 1,Stopper
354,Virgil Kounde,CB,Real Betis,Italy,La Liga,Stopper
355,Josko Romero,CB,Athletic Club,Netherlands,La Liga,Ball Playing Defender
356,Gabriel Bremer,CB,Brest,Argentina,Ligue 1,Ball Playing Defender
357,Marquinhos Maguire,CB,Stuttgart,France,Bundesliga,Ball Playing Defender
358,Cristian Magalhaes,CB,Arsenal,Belgium,Premier League,Ball Playing Defender
359,Cristian Min-jae,CB,Aston Villa,Switzerland,Premier League,Stopper
360,Sergio Torres,CB,Manchester United,Brazil,Premier League,Ball Playing Defender
361,Dayot Van Dijk,CB,PSG,Uruguay,Ligue 1,Stopper
362,Dayot Saliba,CB,Bayer Leverkusen,Argentina,Bundesliga,Stopper
363,Josko Araujo,CB,Brighton,South Korea,Premier League,Stopper
364,Virgil Militao,CB,Inter Milan,South Korea,Serie A,Stopper
365,Harry Ramos,CB,Brighton,Uruguay,Premier League,Stopper
